Temperature,Humidity,Holidays    0 for close   1 for open,year,month,day,hour,minute,second,weekday,Load
23,0.95,1,2009,6,27,2,0,0,5,27931
23,0.95,1,2009,6,27,3,0,0,5,26709
23,0.943333333,1,2009,6,27,4,0,0,5,26442
23,0.936666667,1,2009,6,27,5,0,0,5,27135
23,0.93,1,2009,6,27,6,0,0,5,28865
23,0.86,1,2009,6,27,7,0,0,5,30746
23,0.79,1,2009,6,27,8,0,0,5,39963
26,0.72,1,2009,6,27,9,0,0,5,49764
28,0.736666667,1,2009,6,27,10,0,0,5,54459
30,0.753333333,1,2009,6,27,11,0,0,5,54253
29,0.77,1,2009,6,27,12,0,0,5,52091
30,0.75,1,2009,6,27,13,0,0,5,49653
29,0.73,1,2009,6,27,14,0,0,5,49431
31,0.71,1,2009,6,27,15,0,0,5,49352
31,0.78,1,2009,6,27,16,0,0,5,48581
30,0.85,1,2009,6,27,17,0,0,5,47509
30,0.92,1,2009,6,27,18,0,0,5,47893
29,0.916666667,1,2009,6,27,19,0,0,5,50304
28,0.913333333,1,2009,6,27,20,0,0,5,48616
27,0.91,1,2009,6,27,21,0,0,5,39459
26,0.92,1,2009,6,27,22,0,0,5,35608
25,0.93,1,2009,6,27,23,0,0,5,33511
25,0.94,0,2009,6,28,0,0,0,6,31157
24,0.946666667,0,2009,6,28,1,0,0,6,29591
24,0.953333333,0,2009,6,28,2,0,0,6,27921
24,0.96,0,2009,6,28,3,0,0,6,26843
24,0.963333333,0,2009,6,28,4,0,0,6,26332
23,0.966666667,0,2009,6,28,5,0,0,6,26220
23,0.97,0,2009,6,28,6,0,0,6,26316
23,0.936666667,0,2009,6,28,7,0,0,6,25815
24,0.903333333,0,2009,6,28,8,0,0,6,29522
26,0.87,0,2009,6,28,9,0,0,6,39816
28,0.86,0,2009,6,28,10,0,0,6,44070
30,0.85,0,2009,6,28,11,0,0,6,44163
31,0.84,0,2009,6,28,12,0,0,6,44990
30,0.816666667,0,2009,6,28,13,0,0,6,44883
31,0.793333333,0,2009,6,28,14,0,0,6,44355
29,0.77,0,2009,6,28,15,0,0,6,43781
29,0.82,0,2009,6,28,16,0,0,6,43483
30,0.87,0,2009,6,28,17,0,0,6,43365
29,0.92,0,2009,6,28,18,0,0,6,45035
29,0.93,0,2009,6,28,19,0,0,6,47364
29,0.94,0,2009,6,28,20,0,0,6,46663
28,0.95,0,2009,6,28,21,0,0,6,37499
27,0.95,0,2009,6,28,22,0,0,6,33322
26,0.95,0,2009,6,28,23,0,0,6,30895
26,0.95,1,2009,6,29,0,0,0,0,29374
25,0.95,1,2009,6,29,1,0,0,0,28264
25,0.95,1,2009,6,29,2,0,0,0,27161
25,0.95,1,2009,6,29,3,0,0,0,25835
25,0.946666667,1,2009,6,29,4,0,0,0,24969
25,0.943333333,1,2009,6,29,5,0,0,0,25468
24,0.94,1,2009,6,29,6,0,0,0,26190
24,0.883333333,1,2009,6,29,7,0,0,0,26669
24,0.826666667,1,2009,6,29,8,0,0,0,30991
26,0.77,1,2009,6,29,9,0,0,0,40643
29,0.746666667,1,2009,6,29,10,0,0,0,45710
30,0.723333333,1,2009,6,29,11,0,0,0,47069
31,0.7,1,2009,6,29,12,0,0,0,47308
32,0.723333333,1,2009,6,29,13,0,0,0,47635
32,0.746666667,1,2009,6,29,14,0,0,0,47503
31,0.77,1,2009,6,29,15,0,0,0,47667
29,0.81,1,2009,6,29,16,0,0,0,46782
29,0.85,1,2009,6,29,17,0,0,0,46523
26,0.89,1,2009,6,29,18,0,0,0,47356
25,0.903333333,1,2009,6,29,19,0,0,0,48923
25,0.916666667,1,2009,6,29,20,0,0,0,47867
24,0.93,1,2009,6,29,21,0,0,0,38047
24,0.94,1,2009,6,29,22,0,0,0,33616
24,0.95,1,2009,6,29,23,0,0,0,30710
24,0.96,1,2009,6,30,0,0,0,1,28702
24,0.963333333,1,2009,6,30,1,0,0,1,27552
24,0.966666667,1,2009,6,30,2,0,0,1,26196
24,0.97,1,2009,6,30,3,0,0,1,25267
24,0.963333333,1,2009,6,30,4,0,0,1,25201
24,0.956666667,1,2009,6,30,5,0,0,1,26488
24,0.95,1,2009,6,30,6,0,0,1,30158
24,0.943333333,1,2009,6,30,7,0,0,1,39712
24,0.936666667,1,2009,6,30,8,0,0,1,50971
26,0.93,1,2009,6,30,9,0,0,1,61424
28,0.873333333,1,2009,6,30,10,0,0,1,66991
30,0.816666667,1,2009,6,30,11,0,0,1,67562
31,0.76,1,2009,6,30,12,0,0,1,67084
32,0.72,1,2009,6,30,13,0,0,1,67051
32,0.68,1,2009,6,30,14,0,0,1,67656
32,0.64,1,2009,6,30,15,0,0,1,67428
32,0.723333333,1,2009,6,30,16,0,0,1,63437
32,0.806666667,1,2009,6,30,17,0,0,1,54804
28,0.89,1,2009,6,30,18,0,0,1,52818
26,0.913333333,1,2009,6,30,19,0,0,1,53509
26,0.936666667,1,2009,6,30,20,0,0,1,51136
26,0.96,1,2009,6,30,21,0,0,1,41648
26,0.963333333,1,2009,6,30,22,0,0,1,36798
26,0.966666667,1,2009,6,30,23,0,0,1,33541
26,0.97,1,2009,1,7,0,0,0,2,31097
25,0.966666667,1,2009,1,7,1,0,0,2,29545
25,0.963333333,1,2009,1,7,2,0,0,2,28479
25,0.96,1,2009,1,7,3,0,0,2,27250
25,0.953333333,1,2009,1,7,4,0,0,2,26871
24,0.946666667,1,2009,1,7,5,0,0,2,27815
24,0.94,1,2009,1,7,6,0,0,2,32451
24,0.9,1,2009,1,7,7,0,0,2,40402
25,0.86,1,2009,1,7,8,0,0,2,51730
26,0.82,1,2009,1,7,9,0,0,2,60207
26,0.783333333,1,2009,1,7,10,0,0,2,64889
26,0.746666667,1,2009,1,7,11,0,0,2,66405
28,0.71,1,2009,1,7,12,0,0,2,66510
30,0.76,1,2009,1,7,13,0,0,2,66534
31,0.81,1,2009,1,7,14,0,0,2,67500
30,0.86,1,2009,1,7,15,0,0,2,67350
31,0.89,1,2009,1,7,16,0,0,2,62804
30,0.92,1,2009,1,7,17,0,0,2,53143
29,0.95,1,2009,1,7,18,0,0,2,49988
28,0.956666667,1,2009,1,7,19,0,0,2,51329
27,0.963333333,1,2009,1,7,20,0,0,2,49830
27,0.97,1,2009,1,7,21,0,0,2,39016
26,0.97,1,2009,1,7,22,0,0,2,34508
26,0.97,1,2009,1,7,23,0,0,2,32056
25,0.97,1,2009,2,7,0,0,0,5,29921
25,0.97,1,2009,2,7,1,0,0,5,28850
25,0.97,1,2009,2,7,2,0,0,5,27283
24,0.97,1,2009,2,7,3,0,0,5,26364
24,0.963333333,1,2009,2,7,4,0,0,5,26654
24,0.956666667,1,2009,2,7,5,0,0,5,27552
24,0.95,1,2009,2,7,6,0,0,5,30799
24,0.883333333,1,2009,2,7,7,0,0,5,39664
25,0.816666667,1,2009,2,7,8,0,0,5,51243
27,0.75,1,2009,2,7,9,0,0,5,62598
29,0.781666667,1,2009,2,7,10,0,0,5,66537
30,0.813333333,1,2009,2,7,11,0,0,5,66886
32,0.845,1,2009,2,7,12,0,0,5,65918
28,0.876666667,1,2009,2,7,13,0,0,5,65163
24,0.908333333,1,2009,2,7,14,0,0,5,63842
24,0.94,1,2009,2,7,15,0,0,5,63066
24,0.95,1,2009,2,7,16,0,0,5,59801
24,0.96,1,2009,2,7,17,0,0,5,51016
24,0.97,1,2009,2,7,18,0,0,5,49168
24,0.966666667,1,2009,2,7,19,0,0,5,50052
24,0.963333333,1,2009,2,7,20,0,0,5,48445
24,0.96,1,2009,2,7,21,0,0,5,38241
24,0.963333333,1,2009,2,7,22,0,0,5,33295
23,0.966666667,1,2009,2,7,23,0,0,5,30794
23,0.97,1,2009,3,7,0,0,0,5,29079
23,0.966666667,1,2009,3,7,1,0,0,5,27586
23,0.963333333,1,2009,3,7,2,0,0,5,26076
23,0.96,1,2009,3,7,3,0,0,5,25398
22,0.946666667,1,2009,3,7,4,0,0,5,25324
22,0.933333333,1,2009,3,7,5,0,0,5,26667
22,0.92,1,2009,3,7,6,0,0,5,29976
22,0.873333333,1,2009,3,7,7,0,0,5,38498
23,0.826666667,1,2009,3,7,8,0,0,5,48997
25,0.78,1,2009,3,7,9,0,0,5,60003
27,0.823333333,1,2009,3,7,10,0,0,5,65734
29,0.866666667,1,2009,3,7,11,0,0,5,66502
30,0.91,1,2009,3,7,12,0,0,5,65094
31,0.92,1,2009,3,7,13,0,0,5,64530
32,0.93,1,2009,3,7,14,0,0,5,66033
32,0.94,1,2009,3,7,15,0,0,5,66456
31,0.946666667,1,2009,3,7,16,0,0,5,63288
30,0.953333333,1,2009,3,7,17,0,0,5,53785
28,0.96,1,2009,3,7,18,0,0,5,50647
27,0.96,1,2009,3,7,19,0,0,5,52612
26,0.96,1,2009,3,7,20,0,0,5,50742
26,0.96,1,2009,3,7,21,0,0,5,40363
25,0.96,1,2009,3,7,22,0,0,5,35761
25,0.96,1,2009,3,7,23,0,0,5,32927
25,0.96,1,2009,4,7,0,0,0,1,31097
24,0.96,1,2009,4,7,1,0,0,1,29709
24,0.96,1,2009,4,7,2,0,0,1,28848
24,0.96,1,2009,4,7,3,0,0,1,27575
24,0.95,1,2009,4,7,4,0,0,1,27248
24,0.94,1,2009,4,7,5,0,0,1,27616
24,0.93,1,2009,4,7,6,0,0,1,28910
23,0.866666667,1,2009,4,7,7,0,0,1,31455
24,0.803333333,1,2009,4,7,8,0,0,1,38456
26,0.74,1,2009,4,7,9,0,0,1,48564
29,0.763333333,1,2009,4,7,10,0,0,1,53940
30,0.786666667,1,2009,4,7,11,0,0,1,54505
32,0.81,1,2009,4,7,12,0,0,1,52521
32,0.773333333,1,2009,4,7,13,0,0,1,49864
32,0.736666667,1,2009,4,7,14,0,0,1,49567
33,0.7,1,2009,4,7,15,0,0,1,49525
33,0.746666667,1,2009,4,7,16,0,0,1,49159
31,0.793333333,1,2009,4,7,17,0,0,1,47981
31,0.84,1,2009,4,7,18,0,0,1,48684
30,0.853333333,1,2009,4,7,19,0,0,1,51948
29,0.866666667,1,2009,4,7,20,0,0,1,49169
28,0.88,1,2009,4,7,21,0,0,1,38083
28,0.893333333,1,2009,4,7,22,0,0,1,34585
27,0.906666667,1,2009,4,7,23,0,0,1,31816
26,0.92,0,2009,5,7,0,0,0,3,30145
25,0.913333333,0,2009,5,7,1,0,0,3,28687
25,0.906666667,0,2009,5,7,2,0,0,3,26950
25,0.9,0,2009,5,7,3,0,0,3,25960
25,0.886666667,0,2009,5,7,4,0,0,3,25478
25,0.873333333,0,2009,5,7,5,0,0,3,25656
25,0.86,0,2009,5,7,6,0,0,3,26716
25,0.79,0,2009,5,7,7,0,0,3,27189
25,0.72,0,2009,5,7,8,0,0,3,30914
26,0.65,0,2009,5,7,9,0,0,3,39387
28,0.676666667,0,2009,5,7,10,0,0,3,44694
30,0.703333333,0,2009,5,7,11,0,0,3,45145
30,0.73,0,2009,5,7,12,0,0,3,45377
25,0.726666667,0,2009,5,7,13,0,0,3,44814
24,0.723333333,0,2009,5,7,14,0,0,3,43875
24,0.72,0,2009,5,7,15,0,0,3,43570
24,0.773333333,0,2009,5,7,16,0,0,3,43109
23,0.826666667,0,2009,5,7,17,0,0,3,43047
23,0.88,0,2009,5,7,18,0,0,3,45177
23,0.893333333,0,2009,5,7,19,0,0,3,46449
23,0.906666667,0,2009,5,7,20,0,0,3,45421
23,0.92,0,2009,5,7,21,0,0,3,35590
23,0.926666667,0,2009,5,7,22,0,0,3,31409
23,0.933333333,0,2009,5,7,23,0,0,3,28749
23,0.94,1,2009,6,7,0,0,0,6,26893
23,0.946666667,1,2009,6,7,1,0,0,6,25388
23,0.953333333,1,2009,6,7,2,0,0,6,24729
23,0.96,1,2009,6,7,3,0,0,6,24029
23,0.953333333,1,2009,6,7,4,0,0,6,24278
23,0.946666667,1,2009,6,7,5,0,0,6,25404
23,0.94,1,2009,6,7,6,0,0,6,29785
23,0.85,1,2009,6,7,7,0,0,6,38265
23,0.76,1,2009,6,7,8,0,0,6,49040
24,0.67,1,2009,6,7,9,0,0,6,58067
25,0.7,1,2009,6,7,10,0,0,6,63987
28,0.73,1,2009,6,7,11,0,0,6,64904
28,0.76,1,2009,6,7,12,0,0,6,64363
26,0.746666667,1,2009,6,7,13,0,0,6,64692
28,0.733333333,1,2009,6,7,14,0,0,6,65434
29,0.72,1,2009,6,7,15,0,0,6,64759
28,0.78,1,2009,6,7,16,0,0,6,60554
27,0.84,1,2009,6,7,17,0,0,6,51189
26,0.9,1,2009,6,7,18,0,0,6,48359
25,0.91,1,2009,6,7,19,0,0,6,49529
25,0.92,1,2009,6,7,20,0,0,6,47772
24,0.93,1,2009,6,7,21,0,0,6,38668
24,0.94,1,2009,6,7,22,0,0,6,33945
24,0.95,1,2009,6,7,23,0,0,6,31094
23,0.96,1,2009,7,7,0,0,0,1,28993
23,0.96,1,2009,7,7,1,0,0,1,27914
23,0.96,1,2009,7,7,2,0,0,1,26928
23,0.96,1,2009,7,7,3,0,0,1,26105
23,0.943333333,1,2009,7,7,4,0,0,1,26122
23,0.926666667,1,2009,7,7,5,0,0,1,27007
23,0.91,1,2009,7,7,6,0,0,1,30987
22,0.813333333,1,2009,7,7,7,0,0,1,39173
23,0.716666667,1,2009,7,7,8,0,0,1,50684
25,0.62,1,2009,7,7,9,0,0,1,60767
28,0.673333333,1,2009,7,7,10,0,0,1,65890
29,0.726666667,1,2009,7,7,11,0,0,1,66244
31,0.78,1,2009,7,7,12,0,0,1,64869
31,0.813333333,1,2009,7,7,13,0,0,1,63073
25,0.846666667,1,2009,7,7,14,0,0,1,63666
24,0.88,1,2009,7,7,15,0,0,1,63679
25,0.903333333,1,2009,7,7,16,0,0,1,59984
26,0.926666667,1,2009,7,7,17,0,0,1,50950
27,0.95,1,2009,7,7,18,0,0,1,48512
26,0.953333333,1,2009,7,7,19,0,0,1,50244
26,0.956666667,1,2009,7,7,20,0,0,1,48145
25,0.96,1,2009,7,7,21,0,0,1,39343
24,0.96,1,2009,7,7,22,0,0,1,33928
24,0.96,1,2009,7,7,23,0,0,1,30544
24,0.96,1,2009,8,7,0,0,0,4,28801
24,0.96,1,2009,8,7,1,0,0,4,27288
24,0.96,1,2009,8,7,2,0,0,4,26490
23,0.96,1,2009,8,7,3,0,0,4,25953
23,0.956666667,1,2009,8,7,4,0,0,4,25690
23,0.953333333,1,2009,8,7,5,0,0,4,26787
23,0.95,1,2009,8,7,6,0,0,4,30142
23,0.86,1,2009,8,7,7,0,0,4,38572
23,0.77,1,2009,8,7,8,0,0,4,50193
25,0.68,1,2009,8,7,9,0,0,4,60362
28,0.686666667,1,2009,8,7,10,0,0,4,65359
30,0.693333333,1,2009,8,7,11,0,0,4,66158
31,0.7,1,2009,8,7,12,0,0,4,65943
31,0.723333333,1,2009,8,7,13,0,0,4,64843
31,0.746666667,1,2009,8,7,14,0,0,4,63641
25,0.77,1,2009,8,7,15,0,0,4,63281
25,0.8,1,2009,8,7,16,0,0,4,59117
28,0.83,1,2009,8,7,17,0,0,4,51095
27,0.86,1,2009,8,7,18,0,0,4,49577
27,0.876666667,1,2009,8,7,19,0,0,4,50831
26,0.893333333,1,2009,8,7,20,0,0,4,49025
26,0.91,1,2009,8,7,21,0,0,4,39598
25,0.91,1,2009,8,7,22,0,0,4,34650
25,0.91,1,2009,8,7,23,0,0,4,31368
24,0.91,1,2009,9,7,0,0,0,0,29089
24,0.91,1,2009,9,7,1,0,0,0,28023
24,0.91,1,2009,9,7,2,0,0,0,26967
24,0.91,1,2009,9,7,3,0,0,0,26223
23,0.886666667,1,2009,9,7,4,0,0,0,26180
23,0.863333333,1,2009,9,7,5,0,0,0,27183
23,0.84,1,2009,9,7,6,0,0,0,30946
23,0.766666667,1,2009,9,7,7,0,0,0,38560
23,0.693333333,1,2009,9,7,8,0,0,0,51084
26,0.62,1,2009,9,7,9,0,0,0,61548
29,0.69,1,2009,9,7,10,0,0,0,65221
30,0.76,1,2009,9,7,11,0,0,0,66553
31,0.83,1,2009,9,7,12,0,0,0,65357
31,0.846666667,1,2009,9,7,13,0,0,0,65772
31,0.863333333,1,2009,9,7,14,0,0,0,65087
30,0.88,1,2009,9,7,15,0,0,0,64217
27,0.903333333,1,2009,9,7,16,0,0,0,59928
27,0.926666667,1,2009,9,7,17,0,0,0,52263
27,0.95,1,2009,9,7,18,0,0,0,50064
26,0.943333333,1,2009,9,7,19,0,0,0,51532
26,0.936666667,1,2009,9,7,20,0,0,0,49490
25,0.93,1,2009,9,7,21,0,0,0,38940
25,0.93,1,2009,9,7,22,0,0,0,34571
25,0.93,1,2009,9,7,23,0,0,0,31908
24,0.93,1,2009,10,7,0,0,0,2,29612
24,0.933333333,1,2009,10,7,1,0,0,2,28424
24,0.936666667,1,2009,10,7,2,0,0,2,27284
23,0.94,1,2009,10,7,3,0,0,2,26742
23,0.92,1,2009,10,7,4,0,0,2,26262
23,0.9,1,2009,10,7,5,0,0,2,27347
23,0.88,1,2009,10,7,6,0,0,2,31049
23,0.803333333,1,2009,10,7,7,0,0,2,39086
24,0.726666667,1,2009,10,7,8,0,0,2,49663
26,0.65,1,2009,10,7,9,0,0,2,60930
29,0.663333333,1,2009,10,7,10,0,0,2,66142
30,0.676666667,1,2009,10,7,11,0,0,2,66956
29,0.69,1,2009,10,7,12,0,0,2,62548
25,0.736666667,1,2009,10,7,13,0,0,2,61593
27,0.783333333,1,2009,10,7,14,0,0,2,63421
29,0.83,1,2009,10,7,15,0,0,2,63102
30,0.86,1,2009,10,7,16,0,0,2,60398
29,0.89,1,2009,10,7,17,0,0,2,52179
29,0.92,1,2009,10,7,18,0,0,2,49655
27,0.93,1,2009,10,7,19,0,0,2,51230
27,0.94,1,2009,10,7,20,0,0,2,48750
26,0.95,1,2009,10,7,21,0,0,2,38676
26,0.956666667,1,2009,10,7,22,0,0,2,34568
26,0.963333333,1,2009,10,7,23,0,0,2,32028
25,0.97,1,2009,11,7,0,0,0,5,29874
26,0.966666667,1,2009,11,7,1,0,0,5,28179
25,0.963333333,1,2009,11,7,2,0,0,5,26870
25,0.96,1,2009,11,7,3,0,0,5,26110
25,0.95,1,2009,11,7,4,0,0,5,26064
25,0.94,1,2009,11,7,5,0,0,5,26708
24,0.93,1,2009,11,7,6,0,0,5,28417
24,0.853333333,1,2009,11,7,7,0,0,5,29879
25,0.776666667,1,2009,11,7,8,0,0,5,35751
26,0.7,1,2009,11,7,9,0,0,5,45927
28,0.746666667,1,2009,11,7,10,0,0,5,52319
29,0.793333333,1,2009,11,7,11,0,0,5,53418
30,0.84,1,2009,11,7,12,0,0,5,51738
30,0.84,1,2009,11,7,13,0,0,5,48817
31,0.84,1,2009,11,7,14,0,0,5,48499
31,0.84,1,2009,11,7,15,0,0,5,48297
31,0.873333333,1,2009,11,7,16,0,0,5,47604
30,0.906666667,1,2009,11,7,17,0,0,5,46607
29,0.94,1,2009,11,7,18,0,0,5,46408
27,0.943333333,1,2009,11,7,19,0,0,5,48693
24,0.946666667,1,2009,11,7,20,0,0,5,47062
24,0.95,1,2009,11,7,21,0,0,5,38201
24,0.956666667,1,2009,11,7,22,0,0,5,33397
24,0.963333333,1,2009,11,7,23,0,0,5,33599
24,0.97,0,2009,12,7,0,0,0,0,31715
24,0.97,0,2009,12,7,1,0,0,0,30165
24,0.97,0,2009,12,7,2,0,0,0,26477
24,0.97,0,2009,12,7,3,0,0,0,25522
24,0.95,0,2009,12,7,4,0,0,0,25456
24,0.93,0,2009,12,7,5,0,0,0,25089
22,0.91,0,2009,12,7,6,0,0,0,24829
22,0.873333333,0,2009,12,7,7,0,0,0,25016
23,0.836666667,0,2009,12,7,8,0,0,0,28687
24,0.8,0,2009,12,7,9,0,0,0,38036
26,0.81,0,2009,12,7,10,0,0,0,42045
28,0.82,0,2009,12,7,11,0,0,0,43088
29,0.83,0,2009,12,7,12,0,0,0,43472
31,0.823333333,0,2009,12,7,13,0,0,0,43001
31,0.816666667,0,2009,12,7,14,0,0,0,43182
30,0.81,0,2009,12,7,15,0,0,0,43083
30,0.843333333,0,2009,12,7,16,0,0,0,42774
29,0.876666667,0,2009,12,7,17,0,0,0,42698
29,0.91,0,2009,12,7,18,0,0,0,45360
28,0.923333333,0,2009,12,7,19,0,0,0,47384
28,0.936666667,0,2009,12,7,20,0,0,0,46183
27,0.95,0,2009,12,7,21,0,0,0,37026
27,0.95,0,2009,12,7,22,0,0,0,32560
26,0.95,0,2009,12,7,23,0,0,0,29915
25,0.95,1,2009,7,13,0,0,0,0,27346
25,0.956666667,1,2009,7,13,1,0,0,0,25845
25,0.963333333,1,2009,7,13,2,0,0,0,24913
24,0.97,1,2009,7,13,3,0,0,0,24324
24,0.936666667,1,2009,7,13,4,0,0,0,24219
24,0.903333333,1,2009,7,13,5,0,0,0,25840
24,0.87,1,2009,7,13,6,0,0,0,29521
23,0.846666667,1,2009,7,13,7,0,0,0,38864
23,0.823333333,1,2009,7,13,8,0,0,0,50154
26,0.8,1,2009,7,13,9,0,0,0,60314
28,0.826666667,1,2009,7,13,10,0,0,0,66346
30,0.853333333,1,2009,7,13,11,0,0,0,66776
31,0.88,1,2009,7,13,12,0,0,0,66125
32,0.86,1,2009,7,13,13,0,0,0,65643
31,0.84,1,2009,7,13,14,0,0,0,67436
31,0.82,1,2009,7,13,15,0,0,0,67635
31,0.866666667,1,2009,7,13,16,0,0,0,62878
31,0.913333333,1,2009,7,13,17,0,0,0,52442
30,0.96,1,2009,7,13,18,0,0,0,49739
29,0.963333333,1,2009,7,13,19,0,0,0,51673
28,0.966666667,1,2009,7,13,20,0,0,0,50013
27,0.97,1,2009,7,13,21,0,0,0,40425
26,0.963333333,1,2009,7,13,22,0,0,0,35124
25,0.956666667,1,2009,7,13,23,0,0,0,32062
25,0.95,1,2009,7,14,0,0,0,1,29501
25,0.956666667,1,2009,7,14,1,0,0,1,28325
24,0.963333333,1,2009,7,14,2,0,0,1,27585
24,0.97,1,2009,7,14,3,0,0,1,26663
24,0.956666667,1,2009,7,14,4,0,0,1,26560
23,0.943333333,1,2009,7,14,5,0,0,1,27403
23,0.93,1,2009,7,14,6,0,0,1,31021
23,0.886666667,1,2009,7,14,7,0,0,1,39697
24,0.843333333,1,2009,7,14,8,0,0,1,50640
25,0.8,1,2009,7,14,9,0,0,1,60604
27,0.826666667,1,2009,7,14,10,0,0,1,66531
30,0.853333333,1,2009,7,14,11,0,0,1,66512
31,0.88,1,2009,7,14,12,0,0,1,66037
31,0.876666667,1,2009,7,14,13,0,0,1,65655
32,0.873333333,1,2009,7,14,14,0,0,1,66138
31,0.87,1,2009,7,14,15,0,0,1,65978
30,0.906666667,1,2009,7,14,16,0,0,1,61931
30,0.943333333,1,2009,7,14,17,0,0,1,52475
29,0.98,1,2009,7,14,18,0,0,1,50058
28,0.973333333,1,2009,7,14,19,0,0,1,51544
28,0.966666667,1,2009,7,14,20,0,0,1,50314
27,0.96,1,2009,7,14,21,0,0,1,40430
26,0.96,1,2009,7,14,22,0,0,1,35302
26,0.96,1,2009,7,14,23,0,0,1,33068
25,0.96,1,2009,7,15,0,0,0,2,30363
25,0.963333333,1,2009,7,15,1,0,0,2,28945
25,0.966666667,1,2009,7,15,2,0,0,2,27626
24,0.97,1,2009,7,15,3,0,0,2,27072
24,0.956666667,1,2009,7,15,4,0,0,2,26764
24,0.943333333,1,2009,7,15,5,0,0,2,27896
24,0.93,1,2009,7,15,6,0,0,2,31134
23,0.89,1,2009,7,15,7,0,0,2,38632
23,0.85,1,2009,7,15,8,0,0,2,48626
23,0.81,1,2009,7,15,9,0,0,2,58046
24,0.833333333,1,2009,7,15,10,0,0,2,62445
25,0.856666667,1,2009,7,15,11,0,0,2,63571
27,0.88,1,2009,7,15,12,0,0,2,63700
29,0.866666667,1,2009,7,15,13,0,0,2,63554
29,0.853333333,1,2009,7,15,14,0,0,2,64969
29,0.84,1,2009,7,15,15,0,0,2,64468
30,0.873333333,1,2009,7,15,16,0,0,2,60418
29,0.906666667,1,2009,7,15,17,0,0,2,52109
29,0.94,1,2009,7,15,18,0,0,2,49456
28,0.94,1,2009,7,15,19,0,0,2,50799
27,0.94,1,2009,7,15,20,0,0,2,49327
27,0.94,1,2009,7,15,21,0,0,2,39106
26,0.95,1,2009,7,15,22,0,0,2,34806
26,0.96,1,2009,7,15,23,0,0,2,31854
26,0.97,1,2009,7,16,0,0,0,3,29558
26,0.97,1,2009,7,16,1,0,0,3,28545
25,0.97,1,2009,7,16,2,0,0,3,27607
25,0.97,1,2009,7,16,3,0,0,3,26662
25,0.946666667,1,2009,7,16,4,0,0,3,26687
25,0.923333333,1,2009,7,16,5,0,0,3,27849
25,0.9,1,2009,7,16,6,0,0,3,31106
25,0.84,1,2009,7,16,7,0,0,3,39929
25,0.78,1,2009,7,16,8,0,0,3,51119
27,0.72,1,2009,7,16,9,0,0,3,60581
29,0.773333333,1,2009,7,16,10,0,0,3,65878
30,0.826666667,1,2009,7,16,11,0,0,3,66193
31,0.88,1,2009,7,16,12,0,0,3,66116
30,0.86,1,2009,7,16,13,0,0,3,65932
31,0.84,1,2009,7,16,14,0,0,3,66581
31,0.82,1,2009,7,16,15,0,0,3,66332
31,0.85,1,2009,7,16,16,0,0,3,62049
31,0.88,1,2009,7,16,17,0,0,3,53093
30,0.91,1,2009,7,16,18,0,0,3,50506
29,0.926666667,1,2009,7,16,19,0,0,3,51745
29,0.943333333,1,2009,7,16,20,0,0,3,49994
28,0.96,1,2009,7,16,21,0,0,3,41074
27,0.96,1,2009,7,16,22,0,0,3,36258
26,0.96,1,2009,7,16,23,0,0,3,32839
26,0.96,1,2009,7,17,0,0,0,4,30541
25,0.96,1,2009,7,17,1,0,0,4,28873
25,0.96,1,2009,7,17,2,0,0,4,28059
25,0.96,1,2009,7,17,3,0,0,4,27061
25,0.95,1,2009,7,17,4,0,0,4,27110
24,0.94,1,2009,7,17,5,0,0,4,27944
24,0.93,1,2009,7,17,6,0,0,4,31825
24,0.856666667,1,2009,7,17,7,0,0,4,40387
24,0.783333333,1,2009,7,17,8,0,0,4,51176
26,0.71,1,2009,7,17,9,0,0,4,62556
28,0.72,1,2009,7,17,10,0,0,4,66685
29,0.73,1,2009,7,17,11,0,0,4,67648
31,0.74,1,2009,7,17,12,0,0,4,65937
31,0.733333333,1,2009,7,17,13,0,0,4,65013
30,0.726666667,1,2009,7,17,14,0,0,4,65991
30,0.72,1,2009,7,17,15,0,0,4,70357
30,0.76,1,2009,7,17,16,0,0,4,65216
29,0.8,1,2009,7,17,17,0,0,4,55243
29,0.84,1,2009,7,17,18,0,0,4,52980
28,0.866666667,1,2009,7,17,19,0,0,4,54059
28,0.893333333,1,2009,7,17,20,0,0,4,52093
28,0.92,1,2009,7,17,21,0,0,4,43161
27,0.916666667,1,2009,7,17,22,0,0,4,38753
26,0.913333333,1,2009,7,17,23,0,0,4,35977
26,0.91,1,2009,7,18,0,0,0,5,33106
25,0.913333333,1,2009,7,18,1,0,0,5,32061
25,0.916666667,1,2009,7,18,2,0,0,5,30574
25,0.92,1,2009,7,18,3,0,0,5,29040
24,0.93,1,2009,7,18,4,0,0,5,28537
24,0.94,1,2009,7,18,5,0,0,5,28766
24,0.95,1,2009,7,18,6,0,0,5,29990
24,0.92,1,2009,7,18,7,0,0,5,32404
24,0.89,1,2009,7,18,8,0,0,5,39577
26,0.86,1,2009,7,18,9,0,0,5,50011
29,0.853333333,1,2009,7,18,10,0,0,5,57082
30,0.846666667,1,2009,7,18,11,0,0,5,57957
31,0.84,1,2009,7,18,12,0,0,5,55495
32,0.813333333,1,2009,7,18,13,0,0,5,51876
31,0.786666667,1,2009,7,18,14,0,0,5,50920
29,0.76,1,2009,7,18,15,0,0,5,50361
29,0.806666667,1,2009,7,18,16,0,0,5,49742
