Predicted ANN load,Target Load,LSTM Load,Tmestamp,LSTM_MODEL_1_Load,LSTM_MODEL_2_Load,LSTM_MODEL_3_Load,CNN_LSTM_MODEL_Load,EMD-LSTM
51233.82,51514.52979,51571.473,12/11/2010 20:00,[49366.],[49315.375],[55777.207],[51391.25],50324.39
50777.24,50440.5968,51061.527,12/11/2010 21:00,[49804.562],[51463.52],[55654.098],[50978.086],50324.39
49930.555,49777.11271,49920.918,12/11/2010 22:00,[50974.582],[54085.2],[55380.984],[49948.71],50324.39
49379.844,49074.32408,49143.734,12/11/2010 23:00,[52466.77],[55685.883],[55056.766],[49239.703],50324.39
48898.86,48819.92007,48394.504,12/12/2010 0:00,[54184.227],[56172.78],[54784.082],[48460.273],50324.39
47987.027,48647.25386,48447.94,12/12/2010 1:00,[55263.65],[56228.965],[54383.305],[48002.637],49771.758
47999.93,48526.9937,48311.23,12/12/2010 2:00,[56033.273],[55425.445],[53729.836],[47999.05],49771.758
48072.598,48451.70888,48265.176,12/12/2010 3:00,[56595.312],[54599.227],[53817.72],[48112.6],49771.758
48352.984,48588.00373,48411.71,12/12/2010 4:00,[56985.8],[54251.82],[54406.77],[48289.09],49771.758
48562.65,48960.12581,48852.402,12/12/2010 5:00,[57060.953],[54143.164],[53275.75],[48650.617],49771.758
49225.67,49658.02582,49897.11,12/12/2010 6:00,[57086.344],[54145.68],[50560.61],[49438.055],49771.758
50476.04,51846.56515,51523.89,12/12/2010 7:00,[56862.848],[54056.81],[50308.02],[50847.67],49771.758
53502.97,53499.31126,54630.58,12/12/2010 8:00,[56373.53],[51612.164],[49839.473],[53785.75],49771.758
55163.992,54781.3041,55875.793,12/12/2010 9:00,[55729.395],[52528.58],[49460.176],[55158.816],49771.758
55988.1,55162.22571,56077.56,12/12/2010 10:00,[55020.297],[52279.652],[49148.664],[55817.07],50324.39
55993.117,55233.01299,55362.363,12/12/2010 11:00,[54276.266],[51245.414],[48913.96],[55747.895],50324.39
55780.3,55031.79721,55174.51,12/12/2010 12:00,[53588.977],[50591.855],[48802.938],[55527.23],50324.39
55361.63,55104.93103,54898.953,12/12/2010 13:00,[53229.55],[50070.926],[48890.848],[55132.48],50324.39
55183.47,55172.00296,54952.688,12/12/2010 14:00,[52737.54],[49666.875],[49396.285],[54983.35],50324.39
55012.26,55031.60167,54991.4,12/12/2010 15:00,[51881.93],[49310.117],[50402.848],[54844.125],50324.39
54668.36,53773.66086,54781.77,12/12/2010 16:00,[50684.21],[49053.086],[52265.38],[54556.83],50324.39
53434.785,52625.61632,53437.316,12/12/2010 17:00,[49958.113],[48831.87],[54652.836],[53441.742],50324.39
52275.71,52730.62397,52339.59,12/12/2010 18:00,[49346.4],[48692.582],[56098.15],[52418.57],50324.39
52173.293,52682.51991,52141.46,12/12/2010 19:00,[49031.68],[48771.934],[56506.58],[52345.965],50324.39
51888.984,52110.35532,51815.523,12/12/2010 20:00,[48824.34],[49197.477],[56723.086],[52160.086],50324.39
51146.965,50892.69678,51221.914,12/12/2010 21:00,[48867.71],[50848.504],[56585.37],[51562.69],50324.39
50109.004,50240.35875,50165.62,12/12/2010 22:00,[49310.63],[53212.047],[56264.664],[50445.516],50324.39
49544.71,49667.60752,49483.973,12/12/2010 23:00,[50364.43],[55554.746],[55792.43],[49736.055],50324.39
49086.633,49300.9607,48892.79,13/12/2010 0:00,[51888.836],[56276.594],[54999.977],[49057.96],50324.39
48189.06,49097.59393,49070.234,13/12/2010 1:00,[53635.402],[56448.67],[54043.367],[48444.332],49736.305
48183.816,48898.52915,48837.754,13/12/2010 2:00,[55368.016],[56060.023],[53126.062],[48400.348],49733.79
48181.805,48832.63049,48645.26,13/12/2010 3:00,[56021.707],[55271.16],[53062.203],[48393.3],49732.58
48508.79,48871.54394,48675.75,13/12/2010 4:00,[56306.773],[54803.195],[52925.223],[48560.066],49732.492
48768.754,49281.79729,48993.87,13/12/2010 5:00,[56395.977],[54279.895],[52268.934],[48907.95],49731.516
49499.1,49834.21184,50049.4,13/12/2010 6:00,[56375.52],[53741.082],[51076.44],[49801.836],49729.367
50412.03,52154.54849,51447.324,13/12/2010 7:00,[56158.312],[53273.207],[50536.273],[51021.098],49727.484
53633.523,53785.78465,54701.805,13/12/2010 8:00,[55794.652],[53269.375],[50102.645],[54031.645],49727.28
55268.984,55111.38402,55822.94,13/12/2010 9:00,[55684.96],[52775.477],[49732.87],[55358.195],49822.734
56122.297,55542.16959,56078.727,13/12/2010 10:00,[55338.83],[52259.965],[49363.375],[56034.6],49822.734
56181.71,55426.9936,55838.766,13/12/2010 11:00,[54611.15],[51133.63],[49128.848],[56011.543],49822.734
55810.15,55212.08968,55449.656,13/12/2010 12:00,[53784.645],[50410.777],[49034.516],[55606.74],49822.734
55330.676,56089.10888,55139.402,13/12/2010 13:00,[53382.07],[49813.87],[49252.734],[55163.504],49822.734
55716.625,55737.51902,55980.19,13/12/2010 14:00,[53039.],[49497.477],[49961.098],[55667.72],49822.734
55277.18,55662.62529,55559.504,13/12/2010 15:00,[52183.37],[49280.668],[51010.266],[55220.344],49822.734
54983.805,54449.07319,55337.03,13/12/2010 16:00,[50874.926],[49135.223],[52569.75],[54963.305],49822.734
53828.33,53383.15755,53944.24,13/12/2010 17:00,[50148.73],[49036.137],[54551.363],[53863.16],49822.734
52739.676,53733.57414,52883.152,13/12/2010 18:00,[49627.58],[49025.504],[56164.082],[52905.97],49822.734
52757.617,53757.23508,52724.58,13/12/2010 19:00,[49333.73],[49138.49],[56617.496],[53023.664],40870.766
52454.816,53023.15925,52341.586,13/12/2010 20:00,[49148.758],[49779.3],[56845.305],[52887.55],40871.145
51641.94,51282.22236,51676.805,13/12/2010 21:00,[49163.473],[52516.11],[56955.53],[52185.016],40871.67
50291.03,50240.1632,50418.17,13/12/2010 22:00,[49523.098],[54899.63],[56959.03],[50684.95],40871.97
49507.527,49650.59511,49415.19,13/12/2010 23:00,[50391.01],[56144.492],[56839.55],[49651.15],40872.14
49049.13,49348.86922,48828.105,14/12/2010 0:00,[51647.656],[56518.836],[56404.055],[48964.06],40873.1
48674.688,49148.63117,49292.242,14/12/2010 1:00,[53161.492],[56563.336],[55426.777],[48591.523],49739.03
48632.35,49028.37101,49054.89,14/12/2010 2:00,[54792.344],[56516.65],[54127.156],[48517.746],49741.734
48695.355,48980.46249,48936.594,14/12/2010 3:00,[55456.598],[56339.336],[53617.16],[48574.066],49742.188
48846.742,49031.10864,48965.61,14/12/2010 4:00,[55732.805],[56025.957],[53182.742],[48724.848],49742.055
49140.41,49457.59222,49258.42,14/12/2010 5:00,[56191.5],[55561.84],[52437.586],[49066.496],49739.65
49912.047,50126.35603,50272.066,14/12/2010 6:00,[56330.945],[54770.14],[51272.688],[50012.27],49733.523
51139.883,52381.38065,51833.56,14/12/2010 7:00,[56294.07],[54093.562],[50514.56],[51359.625],49729.312
54069.43,54200.14444,54887.582,14/12/2010 8:00,[56299.11],[54283.93],[49864.17],[54206.184],49725.562
55659.65,56180.03729,56300.6,14/12/2010 9:00,[55986.863],[54009.55],[49536.305],[55679.92],49822.734
56693.38,56792.67969,57058.72,14/12/2010 10:00,[55546.29],[53334.113],[49267.633],[56857.96],49822.734
56767.016,56787.39998,56942.86,14/12/2010 11:00,[54705.28],[51973.492],[49129.047],[56965.812],49822.734
56542.23,56673.00617,56774.48,14/12/2010 12:00,[53849.79],[51047.723],[49094.273],[56655.777],49822.734
56230.87,56845.08574,56613.188,14/12/2010 13:00,[53651.812],[50363.332],[49290.273],[56294.355],49822.734
56103.53,56938.16515,56696.05,14/12/2010 14:00,[53560.848],[49952.76],[49709.21],[56239.305],49822.734
55920.062,56852.32091,56704.945,14/12/2010 15:00,[52874.24],[49665.977],[50622.547],[56131.004],49822.734
55626.395,55447.13473,56523.492,14/12/2010 16:00,[51291.395],[49479.297],[53264.45],[55899.72],49822.734
54492.85,54173.35478,55052.965,14/12/2010 17:00,[50318.773],[49368.08],[55641.09],[54664.703],49822.734
53351.746,54218.52567,53715.758,14/12/2010 18:00,[49799.957],[49302.87],[56637.18],[53538.273],49822.734
53179.523,54106.08731,53402.62,14/12/2010 19:00,[49522.234],[49391.914],[56940.246],[53430.38],40873.16
52792.875,53555.82376,53089.742,14/12/2010 20:00,[49347.207],[49952.85],[57084.64],[53194.906],40872.758
52141.246,51543.66599,52660.57,14/12/2010 21:00,[49305.797],[52559.1],[57108.93],[52634.67],40872.754
50588.285,50719.63948,51268.324,14/12/2010 22:00,[49416.27],[55034.51],[57063.953],[50912.133],40872.293
49890.7,50106.80153,50459.56,14/12/2010 23:00,[49803.67],[56194.227],[56886.63],[50082.758],40872.22
49416.367,49769.682,49799.12,15/12/2010 0:00,[50650.504],[56427.9],[56461.234],[49414.547],40872.094
48960.17,49561.81769,49739.44,15/12/2010 1:00,[52303.152],[56431.855],[55449.848],[49169.277],49737.914
48919.875,49387.39158,49450.582,15/12/2010 2:00,[54545.453],[56300.88],[54063.273],[49108.477],49738.414
48924.277,49292.55227,49238.184,15/12/2010 3:00,[55705.984],[56155.055],[53655.67],[49082.375],49738.977
49029.656,49412.03024,49201.957,15/12/2010 4:00,[56172.35],[55527.91],[53441.75],[49159.574],49739.46
49602.37,49727.05319,49632.105,15/12/2010 5:00,[56420.67],[55157.945],[52805.3],[49639.656],49739.695
50225.438,50454.67604,50568.914,15/12/2010 6:00,[56414.164],[54661.613],[51474.805],[50427.035],49734.15
51370.625,52523.93294,52196.387,15/12/2010 7:00,[56246.75],[54309.746],[50738.07],[51762.844],49727.83
53939.664,54038.81984,54815.29,15/12/2010 8:00,[55981.055],[54352.652],[50166.55],[54321.58],49822.734
55370.008,56008.34881,55898.812,15/12/2010 9:00,[55723.047],[54204.89],[49739.023],[55553.24],49822.734
56579.11,56452.62698,56795.73,15/12/2010 10:00,[55322.977],[53627.555],[49508.324],[56781.395],49822.734
56659.617,56388.09714,56671.79,15/12/2010 11:00,[54401.73],[51991.383],[49329.215],[56806.88],49822.734
56458.492,56086.17571,56428.32,15/12/2010 12:00,[53517.555],[50929.62],[49211.492],[56461.984],49822.734
56100.113,56225.40373,56074.656,15/12/2010 13:00,[53344.5],[50331.484],[49322.703],[55963.453],49822.734
55920.66,56279.17859,56126.508,15/12/2010 14:00,[53339.832],[49941.066],[49742.29],[55841.9],49822.734
55675.258,56105.33911,56092.117,15/12/2010 15:00,[52856.62],[49710.16],[50417.355],[55669.39],49789.117
55263.59,54864.41072,55799.133,15/12/2010 16:00,[51290.316],[49550.555],[53089.188],[55355.203],49822.734
54173.367,53724.97016,54464.55,15/12/2010 17:00,[50424.547],[49387.33],[55458.652],[54228.97],49822.734
53085.86,53983.08952,53311.426,15/12/2010 18:00,[49904.617],[49319.402],[56544.258],[53181.39],49822.734
53023.105,54015.74553,53172.414,15/12/2010 19:00,[49655.6],[49510.883],[56877.684],[53226.164],40872.324
52732.52,53339.15993,52999.48,15/12/2010 20:00,[49520.395],[50283.516],[57040.35],[53107.68],40872.027
51924.73,51423.21029,52498.84,15/12/2010 21:00,[49578.695],[52484.21],[57109.41],[52439.64],40871.195
50465.133,50629.2977,51171.29,15/12/2010 22:00,[49837.637],[54902.297],[57177.375],[50802.953],40870.72
49854.26,49917.90509,50399.75,15/12/2010 23:00,[50489.21],[56158.48],[56987.617],[50015.773],40870.293
49320.547,49585.08754,49590.156,16/12/2010 0:00,[51414.77],[56528.414],[56690.47],[49249.887],40870.26
48677.45,49368.22817,49462.477,16/12/2010 1:00,[52787.434],[56675.934],[55875.48],[48954.13],49738.08
48641.05,49133.96529,49155.54,16/12/2010 2:00,[54540.613],[56486.65],[54554.656],[48849.22],49734.39
48768.637,49024.06902,48892.766,16/12/2010 3:00,[55471.12],[56184.58],[54123.305],[48744.805],49732.92
48856.684,49127.51231,48847.395,16/12/2010 4:00,[56205.23],[55829.414],[54131.906],[48797.547],49732
49205.805,49606.98858,49236.09,16/12/2010 5:00,[56574.69],[55447.46],[53569.242],[49153.23],49731.758
50200.965,50402.07444,50483.574,16/12/2010 6:00,[56619.76],[54724.516],[51908.582],[50145.973],49730.695
51401.47,52634.41585,52317.344,16/12/2010 7:00,[56485.03],[54223.85],[50848.79],[51546.406],49732.312
54195.28,54546.84568,55213.8,16/12/2010 8:00,[56256.164],[54515.324],[50265.508],[54264.715],49735.43
55754.75,56511.09493,56546.945,16/12/2010 9:00,[55992.883],[54548.14],[49894.258],[55822.363],49731.633
56794.75,57022.83612,57271.324,16/12/2010 10:00,[55581.523],[54118.336],[49622.645],[57083.9],49822.734
56870.22,57016.96978,57095.133,16/12/2010 11:00,[54671.047],[52485.227],[49418.016],[57170.914],49822.734
56656.625,56574.84259,56920.137,16/12/2010 12:00,[53759.03],[51457.42],[49352.305],[56902.047],49822.734
56225.39,56674.96162,56524.004,16/12/2010 13:00,[53558.387],[50763.78],[49373.383],[56302.28],49822.734
56009.156,57055.29659,56550.527,16/12/2010 14:00,[53532.9],[50321.11],[49708.035],[56146.098],49822.734
55936.33,56892.60317,56771.527,16/12/2010 15:00,[52927.367],[50011.39],[50330.348],[56217.977],49822.734
55491.465,55422.88716,56532.742,16/12/2010 16:00,[51343.8],[49759.97],[52515.44],[55852.227],49822.734
54333.11,54141.87204,54950.523,16/12/2010 17:00,[50470.6],[49584.25],[53948.42],[54577.49],49822.734
53231.9,54328.03086,53567.367,16/12/2010 18:00,[49891.242],[49439.965],[54946.996],[53454.],40871.785
53227.746,54442.22912,53361.664,16/12/2010 19:00,[49617.316],[49531.453],[55819.707],[53473.645],40874.793
53040.906,53652.22743,53207.664,16/12/2010 20:00,[49451.75],[50493.703],[55674.297],[53426.926],40881.812
52203.67,51692.47571,52624.72,16/12/2010 21:00,[49349.484],[52803.16],[54871.27],[52688.055],40883.246
50696.668,50826.40703,51369.168,16/12/2010 22:00,[49419.05],[53639.688],[53668.23],[51032.527],40834.633
50048.535,50263.82414,50596.082,16/12/2010 23:00,[49793.246],[54194.434],[53275.79],[50206.938],40838.836
49584.79,49870.97429,49977.74,17/12/2010 0:00,[50700.945],[54359.55],[53325.547],[49605.69],40843.445
48847.65,49667.02089,49734.637,17/12/2010 1:00,[52380.758],[53483.664],[52977.285],[49298.76],49771.758
49019.023,49437.64663,49445.6,17/12/2010 2:00,[54473.51],[52995.836],[52534.023],[49243.625],49771.758
48950.26,49304.28496,49176.16,17/12/2010 3:00,[55535.75],[52979.613],[52865.047],[49119.633],49771.758
49187.062,49332.24789,49137.5,17/12/2010 4:00,[55708.816],[53357.258],[53254.82],[49120.707],49722.914
49448.562,49571.3994,49450.617,17/12/2010 5:00,[55280.547],[53821.94],[53188.12],[49378.61],49771.758
49950.57,49691.07292,50283.816,17/12/2010 6:00,[54557.113],[53970.598],[51636.027],[49977.1],49771.758
50256.676,50372.74269,50953.734,17/12/2010 7:00,[53978.95],[53566.242],[50840.25],[50421.957],49771.758
51212.53,51604.28493,52345.008,17/12/2010 8:00,[53527.92],[53698.805],[50201.58],[51661.816],49771.758
52847.11,53109.19904,53874.91,17/12/2010 9:00,[53465.26],[53711.586],[49861.848],[53034.223],49771.758
54417.58,53177.63978,54585.82,17/12/2010 10:00,[53261.438],[53327.844],[49482.49],[54163.707],49802.6
54196.773,53377.2912,53873.64,17/12/2010 11:00,[52591.555],[51838.1],[49265.855],[53914.777],49802.6
54015.25,52730.42843,53717.4,17/12/2010 12:00,[52193.355],[50968.863],[49174.566],[53783.934],49822.734
53096.54,52447.6704,53122.5,17/12/2010 13:00,[52504.61],[50253.234],[49225.895],[52999.36],49802.6
52603.008,52521.78194,52868.4,17/12/2010 14:00,[52766.07],[49904.53],[49401.57],[52595.387],49802.6
52474.92,52437.30652,52881.625,17/12/2010 15:00,[52271.58],[49334.887],[49624.324],[52505.227],49802.6
52175.938,53027.85233,52746.844,17/12/2010 16:00,[50759.047],[49130.71],[50094.676],[52304.06],49802.6
52517.77,53164.73381,53053.184,17/12/2010 17:00,[49920.957],[49023.67],[50627.81],[52685.2],49802.6
52488.934,53727.12116,52910.99,17/12/2010 18:00,[49631.707],[49031.977],[51675.684],[52682.258],49802.6
52755.438,53742.76475,52991.89,17/12/2010 19:00,[49523.867],[49280.38],[52155.188],[53012.543],49802.6
52511.23,53225.93939,52785.543,17/12/2010 20:00,[49143.36],[49605.42],[52213.477],[52899.22],49802.6
51932.355,51506.70799,52391.21,17/12/2010 21:00,[49060.56],[49941.992],[52117.375],[52382.656],49802.6
50630.51,50652.37201,51216.38,17/12/2010 22:00,[49133.52],[50580.902],[52300.53],[50902.34],49802.6
49941.52,50075.12325,50391.375,17/12/2010 23:00,[49481.39],[51771.414],[52532.395],[50072.277],49802.6
49499.703,49766.55328,49752.215,18/12/2010 0:00,[50036.95],[52631.1],[52837.227],[49463.973],40846.434
48762.445,49488.87942,49527.758,18/12/2010 1:00,[50752.23],[52590.39],[52765.91],[49121.79],49771.758
48800.023,49236.03977,49163.992,18/12/2010 2:00,[51395.074],[52341.473],[52651.734],[48951.676],49771.758
48706.03,49081.95033,48879.57,18/12/2010 3:00,[51955.633],[52431.438],[52909.62],[48778.76],49771.758
48723.145,49089.57658,48784.426,18/12/2010 4:00,[52440.855],[52750.188],[53214.914],[48752.29],49771.758
49052.867,49350.62912,49023.723,18/12/2010 5:00,[52981.824],[52991.008],[52849.164],[48970.73],49771.758
49510.18,49148.82671,49771.203,18/12/2010 6:00,[53221.47],[52833.637],[51244.492],[49531.79],49771.758
49400.19,49362.75291,49740.812,18/12/2010 7:00,[52725.168],[52611.953],[50481.703],[49451.44],49771.758
49716.82,50341.4555,50294.652,18/12/2010 8:00,[52184.12],[53098.992],[49869.09],[49976.977],49771.758
50908.75,52276.373,52074.68,18/12/2010 9:00,[51774.047],[53372.637],[49532.043],[51352.652],49771.758
52845.047,52799.06472,53829.684,18/12/2010 10:00,[51462.28],[52446.695],[49364.324],[53084.22],49802.6
53179.375,52891.1664,53451.184,18/12/2010 11:00,[51587.367],[50785.914],[49217.4],[53322.062],49802.6
53081.715,52851.27522,53204.805,18/12/2010 12:00,[51759.586],[50179.242],[49198.957],[53263.79],49802.6
52871.36,52882.75796,53072.688,18/12/2010 13:00,[52295.31],[49770.23],[49364.613],[53102.42],49802.6
52763.074,52995.78296,53055.44,18/12/2010 14:00,[52760.18],[49467.484],[49801.613],[52991.27],49802.6
52768.75,53077.52076,53107.688,18/12/2010 15:00,[52517.188],[49594.945],[50622.02],[52953.305],49802.6
52726.176,53046.03802,53121.4,18/12/2010 16:00,[51232.074],[49424.254],[53086.184],[52899.184],49802.6
52607.582,53073.60986,53014.445,18/12/2010 17:00,[50207.688],[49364.938],[55421.5],[52766.98],49802.6
52523.2,53757.03954,52898.64,18/12/2010 18:00,[49693.89],[49381.094],[56606.42],[52693.22],49802.6
52946.473,53762.12371,53153.586,18/12/2010 19:00,[49456.688],[49630.656],[56914.836],[53130.7],49802.6
52717.645,53356.95452,52866.68,18/12/2010 20:00,[49383.41],[50498.28],[57103.52],[53020.184],49802.6
52196.33,51556.18087,52398.664,18/12/2010 21:00,[49438.805],[52809.348],[57151.883],[52601.484],49802.6
50716.367,50753.07767,51086.242,18/12/2010 22:00,[50261.234],[55368.273],[57154.18],[51063.875],49802.6
49974.945,50031.71226,50291.203,18/12/2010 23:00,[51952.04],[56534.61],[57046.22],[50277.684],49802.6
49380.69,49709.45415,49490.797,19/12/2010 0:00,[53552.492],[56645.668],[56751.133],[49532.773],49802.6
48851.477,49466.97838,49226.926,19/12/2010 1:00,[54570.2],[56763.336],[56047.023],[49123.066],49771.758
48964.445,49275.93094,48978.348,19/12/2010 2:00,[55230.492],[56541.273],[54923.348],[49089.156],49771.758
48931.86,49166.42576,48839.312,19/12/2010 3:00,[55965.277],[56166.215],[54406.76],[49086.152],49771.758
49004.69,49220.98281,48894.586,19/12/2010 4:00,[56619.895],[55731.4],[54419.773],[49200.12],49771.758
49289.867,49533.07258,49321.793,19/12/2010 5:00,[56861.13],[55034.562],[54224.895],[49597.016],49771.758
49907.145,50282.59646,50230.477,19/12/2010 6:00,[56907.332],[54662.406],[52561.234],[50415.5],49771.758
51271.23,52330.14787,51808.86,19/12/2010 7:00,[56734.5],[54471.5],[50737.54],[51819.926],49771.758
54116.21,54229.86728,54586.547,19/12/2010 8:00,[56338.137],[55410.336],[50027.33],[54364.445],49771.758
55801.645,56152.07436,56071.535,19/12/2010 9:00,[55793.344],[54458.688],[49685.652],[55893.38],49771.758
56813.18,56540.81777,56930.19,19/12/2010 10:00,[55132.234],[53628.312],[49429.75],[57037.9],49802.6
56799.516,56548.83511,56672.52,19/12/2010 11:00,[54411.094],[51959.83],[49274.633],[56958.473],49802.6
56586.543,56097.71286,56487.855,19/12/2010 12:00,[53829.43],[50990.44],[49277.1],[56617.504],49802.6
56088.105,56084.4158,56022.266,19/12/2010 13:00,[53655.926],[50338.06],[49557.547],[55989.332],49802.6
55811.664,56153.63872,55980.688,19/12/2010 14:00,[53534.164],[49987.79],[50263.93],[55723.758],49802.6
55556.94,56119.41835,56017.273,19/12/2010 15:00,[53080.934],[49649.004],[51358.02],[55543.918],49802.6
55207.617,54830.97253,55926.41,19/12/2010 16:00,[51593.508],[49460.113],[53203.805],[55300.57],49802.6
54071.816,53498.92017,54438.555,19/12/2010 17:00,[50627.54],[49336.09],[55344.383],[54203.19],49802.6
52865.375,53914.06215,53012.008,19/12/2010 18:00,[49966.004],[49333.03],[56549.883],[53106.375],49802.6
53017.934,53877.10415,53021.508,19/12/2010 19:00,[49674.94],[49734.906],[56813.2],[53266.99],49802.6
52645.266,53222.02849,52637.43,19/12/2010 20:00,[49457.613],[50727.94],[57057.656],[53074.367],49802.6
51815.637,51485.39359,51959.17,19/12/2010 21:00,[49440.688],[52706.17],[57064.383],[52405.89],49802.6
50406.523,50621.67144,50716.254,19/12/2010 22:00,[49606.49],[54920.582],[57030.97],[50958.227],49802.6
49689.17,49952.51655,49934.414,19/12/2010 23:00,[50097.383],[56482.39],[56925.86],[50107.586],49802.6
49189.14,49569.63949,49255.055,20/12/2010 0:00,[50970.434],[56775.72],[56507.625],[49397.53],49802.6
49025.12,49265.37151,49030.734,20/12/2010 1:00,[52508.15],[56768.555],[55826.227],[48902.03],49735.016
48876.43,49116.95288,48731.55,20/12/2010 2:00,[54475.48],[56604.637],[54716.78],[48729.85],49732.914
48938.188,49030.13091,48651.023,20/12/2010 3:00,[55576.355],[56267.82],[54207.777],[48775.074],49731.85
49065.758,49158.7995,48738.812,20/12/2010 4:00,[56099.883],[55772.57],[54117.734],[48908.45],49732.4
49419.953,49667.99861,49239.87,20/12/2010 5:00,[56441.21],[55035.],[53709.86],[49378.773],49734.15
50280.24,50314.0792,50378.93,20/12/2010 6:00,[56562.74],[54217.168],[52073.125],[50472.062],49734.617
51295.527,52665.31195,51731.44,20/12/2010 7:00,[56506.406],[53878.324],[51056.41],[51734.062],49735.047
54340.758,54324.3155,54720.11,20/12/2010 8:00,[56386.445],[54364.812],[50390.965],[54547.4],49732.766
55796.39,56309.68361,56152.934,20/12/2010 9:00,[56211.523],[54347.07],[49966.33],[55859.836],49731.664
56803.086,56640.93679,57086.01,20/12/2010 10:00,[55815.863],[54014.754],[49624.523],[57017.92],49822.734
56739.09,56909.42004,56743.613,20/12/2010 11:00,[54883.742],[52466.035],[49418.58],[56861.906],49822.734
56636.324,56574.06041,56779.9,20/12/2010 12:00,[53981.84],[51437.34],[49357.914],[56793.605],49822.734
56215.574,56776.645,56462.57,20/12/2010 13:00,[53767.668],[50662.383],[49538.17],[56266.902],49822.734
56079.8,56879.89275,56591.195,20/12/2010 14:00,[53638.02],[50218.71],[50031.516],[56216.152],49856.36
55875.14,56595.57036,56626.996,20/12/2010 15:00,[53032.953],[49870.793],[50815.098],[56106.605],49856.36
55417.14,55269.77544,56303.996,20/12/2010 16:00,[51518.37],[49672.977],[52135.05],[55710.29],49856.36
54297.598,53950.23797,54797.594,20/12/2010 17:00,[50574.133],[49529.133],[54272.01],[54576.156],49856.36
53121.12,54261.15448,53306.715,20/12/2010 18:00,[49966.684],[49446.45],[56219.76],[53463.64],40847.74
53190.875,54338.98137,53093.65,20/12/2010 19:00,[49648.65],[49510.938],[56674.652],[53546.523],40848.707
52921.688,53556.0193,52729.336,20/12/2010 20:00,[49399.27],[50307.33],[56836.777],[53433.82],40849.684
52041.492,51773.43133,52028.457,20/12/2010 21:00,[49372.48],[52809.12],[56858.367],[52680.734],40850
50597.44,50982.45192,50889.92,20/12/2010 22:00,[49522.645],[55367.145],[56815.633],[51163.887],40850.195
49899.64,50327.18072,50215.758,20/12/2010 23:00,[50046.133],[56553.96],[56587.875],[50374.35],40849.89
49352.8,50035.62316,49566.22,21/12/2010 0:00,[51012.605],[56775.21],[56173.938],[49668.97],40849.97
49558.242,49766.35773,49646.84,21/12/2010 1:00,[52679.09],[56874.098],[55239.668],[49415.227],49735.42
49369.883,49580.9811,49384.035,21/12/2010 2:00,[54668.05],[56838.184],[54101.445],[49315.582],49732.22
49311.61,49301.54733,49266.92,21/12/2010 3:00,[55567.656],[56613.918],[53903.527],[49307.953],49731.305
49126.61,49249.72792,49151.52,21/12/2010 4:00,[56094.82],[56360.625],[53941.844],[49159.434],49733.312
49463.242,49585.47863,49441.016,21/12/2010 5:00,[56310.754],[55593.41],[53643.047],[49392.992],49735.35
50105.47,50298.04451,50258.59,21/12/2010 6:00,[56409.97],[54950.93],[51981.05],[50222.33],49735.523
51384.31,52462.92291,51638.426,21/12/2010 7:00,[56302.637],[54434.082],[51083.688],[51577.324],49732.17
54143.992,54206.20634,54472.293,21/12/2010 8:00,[56192.07],[54576.695],[50400.652],[54263.477],49731.062
55644.984,55896.88817,55930.566,21/12/2010 9:00,[56057.594],[54376.883],[49993.305],[55678.23],49856.36
56552.5,56226.77254,56781.652,21/12/2010 10:00,[55622.64],[53825.207],[49680.64],[56648.594],49856.36
56515.598,56315.54996,56573.516,21/12/2010 11:00,[54668.234],[52253.746],[49496.38],[56544.94],49856.36
56320.83,56291.10684,56422.31,21/12/2010 12:00,[53753.89],[51248.605],[49420.863],[56286.977],49856.36
56021.566,56467.09731,56309.72,21/12/2010 13:00,[53605.316],[50559.312],[49536.09],[55948.438],49856.36
55878.92,56506.01076,56409.72,21/12/2010 14:00,[53590.688],[50115.46],[49909.418],[55894.47],49856.36
55639.355,56158.52735,56364.953,21/12/2010 15:00,[53067.266],[49767.496],[50691.027],[55745.902],49856.36
55149.555,55076.18592,55959.066,21/12/2010 16:00,[51652.1],[49608.625],[53246.832],[55357.777],49856.36
54141.457,53862.63382,54813.43,21/12/2010 17:00,[50737.504],[49488.164],[55662.82],[54388.812],49856.36
53000.566,54235.73363,53621.11,21/12/2010 18:00,[50159.36],[49432.996],[56706.42],[53326.75],40849.58
53040.047,54285.01096,53541.59,21/12/2010 19:00,[49912.895],[49563.293],[56937.703],[53470.273],40849.582
52797.56,53548.97969,53291.215,21/12/2010 20:00,[49673.75],[50236.082],[57094.18],[53358.805],40850.41
52015.04,51622.07952,52702.2,21/12/2010 21:00,[49675.23],[52756.508],[57137.863],[52644.914],40850.33
50604.117,50869.81801,51397.984,21/12/2010 22:00,[49807.55],[55236.297],[57101.14],[51012.383],40849.75
49979.59,50286.11627,50698.055,21/12/2010 23:00,[50327.984],[56509.02],[57007.758],[50270.332],40849.508
49471.727,49878.99164,50055.656,22/12/2010 0:00,[51263.395],[56802.883],[56772.13],[49628.83],40849.12
49171.81,49513.71363,49431.637,22/12/2010 1:00,[52706.457],[56989.805],[56086.918],[49257.945],49736.1
48892.82,49323.05728,49069.53,22/12/2010 2:00,[54522.83],[56933.355],[54788.055],[49026.977],49732.43
48864.46,49168.7723,48956.5,22/12/2010 3:00,[55364.387],[56844.22],[54290.406],[48985.6],49730.83
