Predicted ANN load,Target Load,LSTM Load,Tmestamp,LSTM_MODEL_1_Load,LSTM_MODEL_2_Load,LSTM_MODEL_3_Load,CNN_LSTM_MODEL_Load,EMD-LSTM
49354.06,49234.67095,49635.23,18/09/2010 7:00,[52422.14],[52682.18],[50284.125],[49167.715],49820.605
49592.152,50240.94538,50008.656,18/09/2010 8:00,[52273.227],[52748.51],[49761.67],[49542.254],49820.605
50737.832,51512.76988,51812.05,18/09/2010 9:00,[52223.816],[52286.754],[49425.863],[50960.867],49802.6
52052.727,51939.64456,53016.832,18/09/2010 10:00,[51967.137],[51497.098],[49361.484],[52104.637],49802.6
52298.023,52163.15246,52674.316,18/09/2010 11:00,[51664.652],[50452.24],[49199.426],[52244.066],49802.6
52194.094,52108.98651,52576.105,18/09/2010 12:00,[51539.145],[49983.684],[49114.383],[52301.234],49802.6
51915.16,52148.68214,52433.58,18/09/2010 13:00,[51949.07],[49631.664],[49187.695],[52096.773],49802.6
51938.45,52124.6301,52442.973,18/09/2010 14:00,[52333.688],[49337.38],[49501.97],[52104.],49802.6
51981.973,51989.50853,52372.746,18/09/2010 15:00,[52001.285],[49353.992],[50105.414],[52018.63],49802.6
51867.895,51952.15944,52224.61,18/09/2010 16:00,[50884.92],[49166.367],[52316.223],[51863.566],49802.6
51745.742,51843.63198,52140.418,18/09/2010 17:00,[50174.004],[49061.816],[54847.527],[51760.258],49802.6
51585.51,52457.05656,51946.016,18/09/2010 18:00,[49640.8],[49018.18],[56272.637],[51588.438],49802.6
51989.875,52562.65084,52254.164,18/09/2010 19:00,[49394.164],[49198.062],[56671.87],[51992.91],49802.6
51862.285,52143.20688,52086.08,18/09/2010 20:00,[49659.496],[50111.66],[56864.42],[51975.32],49802.6
51354.54,51008.65495,51601.41,18/09/2010 21:00,[50441.97],[52542.],[56845.47],[51557.29],49802.6
50366.402,50504.73555,50546.125,18/09/2010 22:00,[51807.72],[55284.617],[56680.184],[50521.73],49802.6
49895.277,50021.73947,49992.94,18/09/2010 23:00,[53375.832],[56426.688],[56384.434],[50004.66],49802.6
49475.645,49591.34498,49446.78,19/09/2010 0:00,[54645.367],[56707.06],[55944.63],[49487.55],49802.6
48371.062,49357.4732,49148.15,19/09/2010 1:00,[55582.305],[56721.207],[55194.098],[48654.484],49820.605
48502.812,49202.01494,48882.082,19/09/2010 2:00,[56323.062],[56493.04],[54112.17],[48616.055],49820.605
48535.77,49124.18804,48771.445,19/09/2010 3:00,[56952.16],[56226.645],[53979.875],[48659.645],49820.605
48664.11,49145.3069,48838.24,19/09/2010 4:00,[57333.145],[55962.96],[53789.625],[48821.547],49820.605
49096.023,49487.5106,49197.17,19/09/2010 5:00,[57477.457],[55690.34],[53281.2],[49196.67],49820.605
49764.56,50112.86343,50120.99,19/09/2010 6:00,[57516.324],[55238.24],[50996.082],[50062.625],49820.605
50807.11,52230.61548,51448.387,19/09/2010 7:00,[57400.76],[54714.723],[50335.945],[51332.05],49820.605
53777.547,54545.47687,54239.953,19/09/2010 8:00,[57131.566],[55992.094],[49914.67],[53984.61],49820.605
55970.375,56029.07657,56039.582,19/09/2010 9:00,[56622.387],[53952.53],[49561.17],[55850.332],49802.6
56740.23,56223.64382,56629.383,19/09/2010 10:00,[55878.26],[52849.215],[49262.68],[56650.633],49802.6
56640.516,55801.26668,56356.19,19/09/2010 11:00,[54995.695],[51490.605],[49063.957],[56530.17],49802.6
56176.715,55512.6423,55808.098,19/09/2010 12:00,[54118.22],[50755.445],[49003.836],[55971.703],49802.6
55804.895,55399.03067,55450.086,19/09/2010 13:00,[53614.055],[50152.06],[49162.195],[55527.598],49802.6
55502.3,55494.65216,55304.61,19/09/2010 14:00,[53165.207],[49786.64],[49618.47],[55227.93],49802.6
55332.566,55351.51324,55367.938,19/09/2010 15:00,[52357.074],[49454.19],[50579.76],[55070.27],49802.6
54934.33,54203.46871,55167.066,19/09/2010 16:00,[51084.086],[49223.254],[52437.08],[54741.375],49802.6
53776.07,52907.20108,53916.848,19/09/2010 17:00,[50372.],[49019.477],[55107.758],[53732.758],49802.6
52473.61,53030.98105,52638.03,19/09/2010 18:00,[49849.414],[48932.953],[56354.523],[52607.22],49802.6
52308.855,53098.24852,52517.957,19/09/2010 19:00,[49498.703],[49209.055],[56714.477],[52559.74],49802.6
52084.055,52557.17558,52276.88,19/09/2010 20:00,[49287.24],[50369.297],[56853.316],[52479.09],49802.6
51415.055,51080.6155,51699.1,19/09/2010 21:00,[49341.684],[52486.555],[56797.66],[51936.133],49802.6
50191.58,50372.3516,50480.875,19/09/2010 22:00,[49628.24],[54605.96],[56644.793],[50646.06],49802.6
49600.254,49891.31097,49747.613,19/09/2010 23:00,[50271.14],[56018.098],[56322.133],[49923.06],49802.6
49195.023,49509.80273,49232.387,20/09/2010 0:00,[51163.06],[56397.117],[55679.598],[49367.723],49802.6
48842.234,49305.06714,49043.14,20/09/2010 1:00,[52650.293],[56273.57],[54713.91],[48558.996],49774.29
48808.52,49122.03705,48836.59,20/09/2010 2:00,[54697.344],[55840.152],[53699.44],[48514.39],49769.82
48800.332,49000.21253,48707.29,20/09/2010 3:00,[55789.176],[55342.82],[53500.508],[48521.902],49771.43
48866.72,49051.24977,48742.05,20/09/2010 4:00,[56272.93],[54951.41],[53441.766],[48628.816],49774.79
49332.492,49543.24092,49153.53,20/09/2010 5:00,[56578.426],[54605.406],[52910.086],[49031.367],49777.266
50198.242,49983.80374,50250.938,20/09/2010 6:00,[56629.887],[54272.875],[51633.29],[50104.15],49776.914
50945.91,52196.00402,51315.06,20/09/2010 7:00,[56536.387],[54041.176],[50958.113],[51148.508],49774.35
53913.21,54117.03783,54400.074,20/09/2010 8:00,[56309.71],[53647.61],[50292.906],[53961.562],49768.305
55667.33,55644.43961,56007.105,20/09/2010 9:00,[56032.52],[53675.28],[49866.16],[55492.363],49789.11
56472.55,55886.52429,56523.906,20/09/2010 10:00,[55611.5],[53133.45],[49547.28],[56255.06],49789.11
56400.453,55950.85858,56137.18,20/09/2010 11:00,[54775.363],[51928.754],[49330.87],[56164.156],49789.11
56222.516,55773.69484,56023.15,20/09/2010 12:00,[53874.047],[51161.33],[49243.477],[56017.195],49789.11
55857.09,55882.41784,55788.86,20/09/2010 13:00,[53492.04],[50562.223],[49428.742],[55711.086],49789.11
55720,56068.18557,55858.52,20/09/2010 14:00,[53274.36],[50109.85],[49982.58],[55601.402],49789.11
55649.89,55796.5736,55997.195,20/09/2010 15:00,[52512.29],[49774.992],[50963.383],[55558.81],49789.11
55247.82,54702.69502,55655.867,20/09/2010 16:00,[51053.12],[49568.688],[52535.12],[55186.586],49789.11
54228.59,53251.75133,54426.13,20/09/2010 17:00,[50285.203],[49400.18],[54736.63],[54196.082],49789.11
52855.977,53404.86304,52983.684,20/09/2010 18:00,[49804.266],[49279.492],[56183.293],[52948.78],40896.996
52695.59,53433.41261,52704.8,20/09/2010 19:00,[49509.47],[49423.156],[56618.492],[52854.703],40896.945
52413.484,52863.00792,52341.156,20/09/2010 20:00,[49319.566],[50461.56],[56809.277],[52731.438],40896.89
51712.09,51342.25467,51743.242,20/09/2010 21:00,[49369.598],[53142.21],[56821.],[52162.91],40896.836
50430.055,50693.43645,50573.547,20/09/2010 22:00,[49662.777],[55482.156],[56642.355],[50827.547],40896.793
49850.117,50271.64594,49950.33,20/09/2010 23:00,[50370.477],[56352.727],[56370.918],[50163.25],40897.195
49449.36,49840.46928,49515.46,21/09/2010 0:00,[51419.83],[56433.133],[55808.535],[49676.883],40897.195
48909.69,49583.13209,49490.586,21/09/2010 1:00,[52892.414],[56148.688],[54839.727],[48921.016],49776.414
48804.832,49411.8347,49231.22,21/09/2010 2:00,[54937.88],[55942.777],[53751.45],[48824.555],49771.156
48817.77,49311.71567,49118.91,21/09/2010 3:00,[55865.383],[55660.883],[53627.766],[48829.785],49769.492
48918.8,49397.16883,49183.453,21/09/2010 4:00,[56286.98],[55555.26],[53523.29],[48930.637],49772.227
49438.934,49683.05558,49619.8,21/09/2010 5:00,[56463.85],[55429.875],[52868.816],[49383.15],49775.25
50020.547,50173.67791,50395.887,21/09/2010 6:00,[56526.285],[55061.36],[51568.91],[50164.492],49775.85
50848.695,52247.04126,51415.76,21/09/2010 7:00,[56415.125],[54659.504],[50866.984],[51244.94],49774.07
53673.25,54239.25344,54168.125,21/09/2010 8:00,[56168.137],[54187.19],[50320.2],[53905.],49729.688
55606.625,55649.13269,55804.19,21/09/2010 9:00,[55973.79],[54103.164],[49905.484],[55547.297],49789.11
56437.117,56142.6882,56456.02,21/09/2010 10:00,[55565.45],[53431.14],[49642.676],[56304.355],49789.11
56414.46,56213.47548,56444.312,21/09/2010 11:00,[54680.816],[51960.113],[49431.184],[56334.42],49789.11
56157.727,55884.95993,56345.492,21/09/2010 12:00,[53702.855],[51082.297],[49356.89],[56035.36],49789.11
55633.066,56162.63379,55981.81,21/09/2010 13:00,[53448.94],[50495.473],[49449.81],[55424.17],49789.11
55571.54,56338.81981,56184.71,21/09/2010 14:00,[53304.32],[50072.992],[49833.76],[55509.734],49789.11
55490.184,55723.83087,56293.08,21/09/2010 15:00,[52644.715],[49777.9],[50675.],[55519.824],49789.11
54848.3,54472.53859,55663.48,21/09/2010 16:00,[51249.17],[49538.63],[53409.96],[54926.855],49755.492
53707.35,53125.42927,54446.43,21/09/2010 17:00,[50511.746],[49354.387],[55841.617],[53881.19],49755.492
52490.09,53142.44169,53226.812,21/09/2010 18:00,[50061.11],[49238.336],[56655.19],[52711.08],40896.793
52340.688,53102.74606,52957.69,21/09/2010 19:00,[49760.89],[49436.758],[56837.3],[52609.176],40896.836
52032.508,52682.32437,52642.188,21/09/2010 20:00,[49541.375],[50352.58],[56878.438],[52440.004],40896.9
51452.824,51179.7568,52190.246,21/09/2010 21:00,[49595.47],[52793.53],[56864.13],[51977.63],40896.965
50284.164,50512.55735,50962.684,21/09/2010 22:00,[49920.434],[54960.016],[56731.344],[50651.652],40897.016
49739.645,49966.40024,50263.336,21/09/2010 23:00,[50612.293],[55970.473],[56449.81],[49964.094],40897.445
49318.305,49653.91937,49659.785,22/09/2010 0:00,[51504.18],[56052.816],[56003.62],[49353.72],40896.957
48422.25,49373.11679,49234.992,22/09/2010 1:00,[52874.438],[55843.85],[55252.242],[48739.543],49737.22
48493.44,49163.10149,48947.363,22/09/2010 2:00,[54796.766],[55601.57],[54025.3],[48609.074],49732.695
48460.605,49117.14842,48805.336,22/09/2010 3:00,[55715.645],[55363.86],[53807.973],[48556.992],49730.125
48628.93,49175.61637,48945.37,22/09/2010 4:00,[56176.79],[55201.766],[53857.273],[48725.105],49730.336
48929.9,49545.00082,49348.508,22/09/2010 5:00,[56495.633],[55109.945],[53273.645],[49091.64],49732.21
49613.812,50135.15555,50206.84,22/09/2010 6:00,[56524.72],[54891.785],[51740.258],[49975.29],49736.406
50571.656,52402.8906,51345.266,22/09/2010 7:00,[56385.26],[54362.18],[50859.68],[51192.582],49735.445
53632.047,54460.21926,54253.21,22/09/2010 8:00,[56260.61],[54157.96],[50310.832],[54035.086],49729.938
55601.625,55952.61849,55931.69,22/09/2010 9:00,[55962.254],[54214.246],[49876.887],[55691.566],49755.492
56458.566,56192.74772,56659.297,22/09/2010 10:00,[55324.223],[53675.03],[49622.402],[56468.07],49755.492
56332.14,56214.8443,56445.098,22/09/2010 11:00,[54503.027],[52266.316],[49418.28],[56415.535],49755.492
56153.65,56091.06433,56299.297,22/09/2010 12:00,[53632.395],[51380.742],[49259.64],[56188.97],49755.492
55875.863,55934.8239,56115.29,22/09/2010 13:00,[53295.152],[50784.11],[49302.29],[55879.258],49755.492
55550.023,55618.04104,55924.87,22/09/2010 14:00,[53137.94],[50272.188],[49650.527],[55555.96],49755.492
55148.57,55514.59775,55580.89,22/09/2010 15:00,[52491.246],[49916.53],[50252.246],[55113.008],49755.492
54860.117,54622.1305,55401.68,22/09/2010 16:00,[51064.656],[49674.477],[52630.566],[54819.836],49755.492
53980.332,53125.62482,54458.27,22/09/2010 17:00,[50330.29],[49429.96],[55147.35],[53961.45],49755.492
52637.555,53050.34,53119.72,22/09/2010 18:00,[49846.105],[49287.227],[56324.613],[52699.414],40896.84
52416.92,53038.02067,52828.19,22/09/2010 19:00,[49572.555],[49438.47],[56603.984],[52539.62],40896.695
52189.86,52483.25958,52584.156,22/09/2010 20:00,[49317.07],[50293.773],[56700.76],[52418.977],40896.54
51541.9,51200.87565,52061.043,22/09/2010 21:00,[49344.73],[52388.04],[56625.39],[51853.07],40896.395
50484.586,50513.73062,50990.387,22/09/2010 22:00,[49598.54],[54715.85],[56390.4],[50690.55],40897.99
49912.5,50006.09587,50275.516,22/09/2010 23:00,[50198.24],[55874.375],[56252.332],[49991.387],40897.477
49453.02,49612.46384,49686.367,23/09/2010 0:00,[51183.492],[56115.477],[56034.23],[49412.645],40897.02
48462.78,49396.58219,49148.438,23/09/2010 1:00,[52748.434],[55939.992],[55447.203],[48717.035],49737.203
48438.6,49228.8046,48948.29,23/09/2010 2:00,[54871.477],[55699.773],[54300.863],[48638.14],49731.64
48655.55,49027.39328,48866.867,23/09/2010 3:00,[55707.7],[55519.508],[54009.56],[48624.895],49729.492
48636.69,49069.04436,48855.3,23/09/2010 4:00,[56188.555],[55452.21],[54039.297],[48597.98],49733.22
48904.613,49454.85459,49264.188,23/09/2010 5:00,[56474.082],[55316.91],[53479.508],[48897.01],49735.71
49590.594,50107.9748,50181.582,23/09/2010 6:00,[56567.656],[54982.906],[51948.652],[49727.39],49736.65
50611.387,52273.83092,51463.902,23/09/2010 7:00,[56399.625],[54600.836],[51073.17],[50990.703],49735.6
53622.906,54226.93411,54370.53,23/09/2010 8:00,[55975.406],[54111.395],[50487.6],[53737.97],49730.71
55459.297,55606.89498,56000.406,23/09/2010 9:00,[55643.598],[54040.01],[50048.914],[55348.9],49841.824
56216.88,56195.87644,56494.27,23/09/2010 10:00,[55392.297],[53496.188],[49574.64],[56067.15],49755.492
56249.72,56157.94071,56515.4,23/09/2010 11:00,[54721.32],[52078.203],[49302.125],[56213.973],49755.492
55922.617,55832.55388,56307.016,23/09/2010 12:00,[53766.906],[51201.105],[49115.242],[55869.18],49755.492
55361.832,55889.65301,55931.008,23/09/2010 13:00,[53324.29],[50534.863],[48996.16],[55312.867],49755.492
55225.844,56262.16618,55928.51,23/09/2010 14:00,[53098.875],[50129.34],[48943.305],[55223.87],49841.824
55272.69,56111.20546,56216.348,23/09/2010 15:00,[52339.79],[49372.176],[48737.184],[55395.93],49841.824
54976.574,55106.88648,56003.375,23/09/2010 16:00,[51029.945],[49127.832],[49372.527],[55161.42],49841.824
54128.703,53482.1033,54926.32,23/09/2010 17:00,[50292.543],[48999.055],[50338.29],[54313.652],49841.824
52785.87,53369.86049,53406.414,23/09/2010 18:00,[49947.55],[48952.07],[50922.27],[52971.2],49802.6
52656.703,53394.49916,53047.7,23/09/2010 19:00,[49597.688],[49249.234],[51373.598],[52780.957],49802.6
52441.38,52777.94586,52758.734,23/09/2010 20:00,[49323.484],[49376.383],[51575.23],[52664.51],49802.6
51762.78,51367.87106,52190.22,23/09/2010 21:00,[49104.195],[49554.176],[51549.09],[52064.793],40896.594
50627.887,47441.91464,51104.82,23/09/2010 22:00,[48874.67],[50142.67],[51848.875],[50824.51],40896.605
48423.668,50046.57368,46999.062,23/09/2010 23:00,[48769.7],[50538.83],[52141.273],[47697.117],40896.594
49534.293,49838.90492,49701.566,24/09/2010 0:00,[48817.582],[51536.9],[52284.72],[49468.76],40896.113
48340.703,49546.76073,49577.72,24/09/2010 1:00,[49261.],[51789.098],[52141.742],[49044.832],49820.605
48352.254,49322.47065,49206.09,24/09/2010 2:00,[50678.113],[51790.434],[51689.78],[48794.836],49820.605
48287.434,49068.45773,48978.637,24/09/2010 3:00,[51655.93],[51840.777],[52070.254],[48639.16],49820.605
48320.188,48994.73727,48778.07,24/09/2010 4:00,[52277.555],[51969.324],[52284.336],[48464.934],49820.605
48428.707,49041.27698,48893.395,24/09/2010 5:00,[52404.977],[52234.133],[51917.83],[48615.92],49820.605
48665.31,48808.18737,49205.496,24/09/2010 6:00,[52399.125],[52170.04],[50594.062],[48951.3],49820.605
48552.863,48897.55142,49100.81,24/09/2010 7:00,[52214.855],[51687.695],[49896.656],[48901.027],49820.605
48804.71,49524.07751,49234.145,24/09/2010 8:00,[52240.492],[52044.93],[49369.8],[49298.39],49820.605
49611.28,50979.71429,49931.656,24/09/2010 9:00,[52409.965],[52279.375],[49017.16],[50248.15],49802.6
51263.79,51558.52741,51621.406,24/09/2010 10:00,[52446.56],[51980.996],[48797.316],[51813.344],49802.6
51656.984,51724.74064,51923.64,24/09/2010 11:00,[52080.01],[50932.113],[48632.258],[52148.758],49802.6
51673.836,51661.77515,51857.734,24/09/2010 12:00,[51542.08],[50222.234],[48598.56],[52091.535],49802.6
51416.21,50950.77363,51715.03,24/09/2010 13:00,[51798.],[49690.668],[48596.49],[51842.473],49802.6
50588.367,51031.72925,50957.83,24/09/2010 14:00,[52155.19],[49286.57],[48482.793],[51105.76],49802.6
50632.207,51045.4174,51081.9,24/09/2010 15:00,[51764.254],[49045.008],[48319.72],[51105.875],49802.6
50616.938,51019.80101,51101.28,24/09/2010 16:00,[50220.11],[48858.99],[49031.77],[51033.77],49802.6
50587.293,51014.1302,51049.605,24/09/2010 17:00,[48234.082],[48743.656],[50187.27],[50917.332],49802.6
50569.95,51626.38151,50993.48,24/09/2010 18:00,[49590.92],[48772.094],[51006.914],[50814.47],49802.6
51069.375,51890.95386,51551.15,24/09/2010 19:00,[49370.746],[48781.55],[51182.14],[51253.195],49802.6
51102.895,51497.51738,51676.32,24/09/2010 20:00,[49217.797],[48619.445],[51259.156],[51348.965],49802.6
50608.83,50567.30994,51185.27,24/09/2010 21:00,[49044.035],[48919.883],[51262.223],[50899.72],49802.6
49783.66,50084.11831,50109.64,24/09/2010 22:00,[48898.367],[49558.258],[51289.06],[49965.42],49802.6
49344.336,49667.60752,49495.965,24/09/2010 23:00,[48879.598],[50363.805],[51366.55],[49392.047],49802.6
48988.797,49149.60889,48986.24,25/09/2010 0:00,[48907.9],[51186.195],[51749.61],[48857.984],49802.6
47716.086,48951.32629,49024.133,25/09/2010 1:00,[48925.78],[51346.766],[51874.664],[48093.293],49820.605
47857.305,48773.18482,48767.383,25/09/2010 2:00,[49284.316],[51148.54],[51625.97],[47980.684],49820.605
47879.86,48630.82808,48565.95,25/09/2010 3:00,[50093.69],[51242.727],[51778.21],[47901.14],49820.605
47933.984,48570.99132,48451.96,25/09/2010 4:00,[51053.48],[51622.25],[51896.184],[47872.586],49820.605
48184.625,48659.57319,48513.08,25/09/2010 5:00,[51641.7],[51838.74],[51424.414],[48030.668],49820.605
48461.727,48661.72418,48814.883,25/09/2010 6:00,[52029.27],[51704.406],[50296.89],[48317.15],49820.605
48626.04,48654.88011,48936,25/09/2010 7:00,[51921.805],[51141.582],[49605.332],[48539.688],49820.605
48753.457,49202.99267,48946.87,25/09/2010 8:00,[51468.773],[51368.926],[49148.664],[48750.938],49820.605
49511.016,50554.20843,49704.094,25/09/2010 9:00,[51553.492],[51393.92],[48798.633],[49566.77],49802.6
50944.113,51238.81138,51458.93,25/09/2010 10:00,[51489.996],[51000.832],[48654.977],[51168.156],49802.6
51494.04,51291.60852,51853.773,25/09/2010 11:00,[51344.023],[50124.05],[48497.953],[51660.69],49802.6
51305.906,51282.22236,51605.566,25/09/2010 12:00,[51293.234],[48555.246],[48393.586],[51506.504],49802.6
51096.812,51273.81393,51481.58,25/09/2010 13:00,[51557.98],[49570.094],[48403.21],[51308.844],49802.6
50967.1,51249.95744,51458.258,25/09/2010 14:00,[51652.777],[49320.895],[48600.082],[51190.23],49802.6
50874.57,51268.72976,51425,25/09/2010 15:00,[51115.49],[49186.484],[48875.957],[51080.883],49802.6
50853.6,51219.06134,51428.03,25/09/2010 16:00,[50137.785],[48940.703],[50273.86],[51020.773],49802.6
50813.848,51106.62298,51338.44,25/09/2010 17:00,[49524.305],[48705.21],[52764.08],[50914.17],49802.6
50742.82,51480.70051,51152.086,25/09/2010 18:00,[49240.805],[48484.438],[54260.53],[50745.438],49802.6
51069.09,51820.94876,51438.035,25/09/2010 19:00,[49005.758],[48444.58],[54813.105],[51002.566],49802.6
50634.14,51539.95064,51618.523,25/09/2010 20:00,[49246.05],[48836.586],[55104.527],[51096.996],49802.6
49771.617,50624.01798,51199.098,25/09/2010 21:00,[49615.883],[50286.543],[55170.297],[50642.77],49802.6
48693.34,49908.32338,50137.22,25/09/2010 22:00,[50371.555],[51815.344],[55297.062],[50031.656],49802.6
48559.07,49426.69612,49298.55,25/09/2010 23:00,[51603.29],[54367.93],[55473.75],[49047.8],49802.6
48587.156,49136.89847,48754,26/09/2010 0:00,[53139.816],[55590.13],[55461.24],[48551.062],49802.6
47950.945,48868.80631,49686.95,26/09/2010 1:00,[54538.707],[56107.152],[54924.63],[48057.652],49820.605
47880.066,49528.96614,49285.25,26/09/2010 2:00,[55592.6],[56240.44],[53221.58],[47868.734],49820.605
48958.03,48531.10014,50337.367,26/09/2010 3:00,[56557.273],[56006.188],[52647.3],[48880.617],49820.605
48111.1,48579.79084,48838.047,26/09/2010 4:00,[57216.594],[56044.973],[52915.508],[47803.734],49820.605
48392.67,48908.11085,48997.473,26/09/2010 5:00,[57515.12],[56020.473],[52537.8],[48016.09],49820.605
48994.707,49595.06034,49659.125,26/09/2010 6:00,[57566.945],[55983.87],[51331.516],[48626.34],49820.605
50191,51898.77566,50964.49,26/09/2010 7:00,[57502.625],[55673.508],[49079.496],[49933.25],49820.605
53271.523,53739.83158,54298.477,26/09/2010 8:00,[57282.68],[53375.188],[50041.285],[52969.4],49802.6
55074.34,55349.1667,55915.215,26/09/2010 9:00,[56925.605],[53047.977],[49677.95],[54474.67],49802.6
56046.953,55663.60302,56734.39,26/09/2010 10:00,[56268.746],[52331.39],[49313.5],[55338.453],49802.6
55962.29,55767.24186,56312.72,26/09/2010 11:00,[55389.918],[51235.625],[49024.316],[55216.535],49802.6
55758.92,55661.25648,56028.473,26/09/2010 12:00,[54267.555],[50531.49],[48795.484],[54991.086],49802.6
55422.027,55559.182,55775.8,26/09/2010 13:00,[53368.4],[49974.535],[48774.137],[54664.875],49802.6
55116.773,55508.92695,55590.758,26/09/2010 14:00,[52764.867],[49478.926],[49076.234],[54437.94],49802.6
54888.016,55638.96435,55482.85,26/09/2010 15:00,[51852.016],[49226.91],[49763.523],[54319.867],49802.6
54778.746,54532.96199,55550.453,26/09/2010 16:00,[50689.887],[48973.582],[51182.11],[54311.344],49802.6
53801.637,52900.7481,54395.742,26/09/2010 17:00,[49951.555],[48775.93],[53353.18],[53452.305],49802.6
52384.05,52904.659,52917.15,26/09/2010 18:00,[49540.547],[48636.887],[55557.598],[52108.906],49802.6
52316.61,52893.70848,52757.555,26/09/2010 19:00,[49231.285],[48626.133],[56316.25],[52023.137],49802.6
52088.234,52270.50665,52533.633,26/09/2010 20:00,[49322.832],[48927.703],[56631.516],[51901.48],49802.6
51351.855,51078.66005,51876.754,26/09/2010 21:00,[49717.14],[50186.504],[56757.105],[51325.582],49802.6
50331.707,50097.61092,50737.57,26/09/2010 22:00,[49430.26],[52604.992],[56592.07],[50256.746],49802.6
49561.125,49995.53644,49608.027,26/09/2010 23:00,[50071.64],[55244.72],[56427.984],[49280.12],49802.6
49323.633,49682.66449,49452.39,27/09/2010 0:00,[51166.66],[56184.133],[55905.95],[49109.348],49802.6
48529.3,49476.36454,51331.01,27/09/2010 1:00,[52911.945],[56362.65],[54894.4],[48201.87],49736.094
48642.223,49294.11663,51022.832,27/09/2010 2:00,[55052.527],[56324.31],[53635.15],[48170.504],49731.54
48595.168,49105.41573,50766.406,27/09/2010 3:00,[56116.75],[56187.297],[53204.05],[48115.688],49730.734
48539.48,49177.76737,50518.258,27/09/2010 4:00,[56662.773],[55850.086],[53043.637],[48070.832],49735.4
49006.695,49485.94624,50671.984,27/09/2010 5:00,[56927.97],[55244.03],[52471.29],[48487.43],49737.414
49613.88,50076.49206,51205.75,27/09/2010 6:00,[57084.31],[54421.535],[51423.86],[49271.746],49736.28
50597.36,52468.39817,52168.137,27/09/2010 7:00,[57142.723],[53734.055],[50769.555],[50454.266],49733.36
53965.87,54335.65711,55115.98,27/09/2010 8:00,[57148.47],[53776.176],[50233.61],[53308.207],49728.61
55732.29,55659.30103,56445.633,27/09/2010 9:00,[57053.734],[53506.887],[49722.54],[54788.555],49755.492
56442.137,56043.5469,56698.516,27/09/2010 10:00,[56758.23],[52821.305],[49400.656],[55458.715],49755.492
56459.934,56200.76506,56307.95,27/09/2010 11:00,[55963.56],[51640.03],[49139.074],[55462.742],49755.492
56341.242,56635.07044,56196.484,27/09/2010 12:00,[54859.266],[50763.082],[49010.938],[55320.33],49755.492
56382.273,56740.86027,56508.875,27/09/2010 13:00,[54146.316],[50189.723],[49116.383],[55428.82],49755.492
56232.906,56874.80858,56573.168,27/09/2010 14:00,[53597.574],[49830.023],[49626.066],[55318.18],49755.492
56089.59,56676.91707,56663.438,27/09/2010 15:00,[52605.074],[49627.54],[50537.16],[55244.785],49755.492
55737.547,55421.3228,56496.062,27/09/2010 16:00,[51209.9],[49666.832],[51938.613],[54950.383],49755.492
54660.06,53616.05161,55212.484,27/09/2010 17:00,[50315.07],[49190.81],[53884.363],[53877.63],40897.758
53002.254,53525.51429,53295.465,27/09/2010 18:00,[50047.82],[49150.605],[55824.754],[52437.164],40897.676
52733.797,53589.26195,53096.406,27/09/2010 19:00,[49752.246],[49240.664],[56567.977],[52276.266],40897.176
52448.613,53075.17422,52982.023,27/09/2010 20:00,[49799.62],[49782.56],[56832.46],[52238.59],40896.7
51730.18,51762.48081,52408.566,27/09/2010 21:00,[49797.74],[52411.734],[56986.004],[51765.055],40896.69
50548.844,51050.30602,51263.61,27/09/2010 22:00,[49960.48],[55017.133],[57062.43],[50678.062],40896.74
49893.777,50426.90865,50536.55,27/09/2010 23:00,[50543.41],[56357.42],[57019.79],[50012.758],40896.844
49388.02,50149.23479,49855.555,28/09/2010 0:00,[51592.39],[56669.41],[56735.152],[49378.812],40896.574
49112.184,49869.99657,51912.934,28/09/2010 1:00,[53385.848],[56881.402],[55943.46],[48845.484],49738.266
49168.004,49666.43425,51476.133,28/09/2010 2:00,[55550.92],[56962.14],[54597.344],[48748.11],49736.1
49117.83,49541.87211,51163.86,28/09/2010 3:00,[56403.684],[56889.164],[53750.453],[48689.08],49735.062
49174.023,49565.14196,50985.367,28/09/2010 4:00,[56837.234],[56683.21],[53357.125],[48729.37],49734.977
49430.02,49891.70206,51060.83,28/09/2010 5:00,[57040.336],[56328.1],[52649.875],[49055.273],49733.836
50259.51,50474.03499,51636.957,28/09/2010 6:00,[57170.223],[55653.945],[51526.06],[49889.656],49731.375
51234.137,52922.0625,52599.26,28/09/2010 7:00,[57265.367],[54964.76],[50669.895],[51005.645],49729.094
54480.78,54923.4653,55524.047,28/09/2010 8:00,[57257.023],[54683.508],[50133.004],[53826.98],49728.445
56142.28,56566.82525,56955.79,28/09/2010 9:00,[57170.234],[54170.953],[49775.3],[55416.953],49755.492
56893.367,56987.24694,57415.426,28/09/2010 10:00,[56863.887],[53329.82],[49506.414],[56357.957],49755.492
56894.203,57008.95243,57188.926,28/09/2010 11:00,[56006.484],[52024.47],[49590.742],[56336.195],49755.492
56726.113,56824.35798,57015.72,28/09/2010 12:00,[54808.766],[51002.26],[49166.305],[56081.273],49755.492
56463.1,56903.35815,56818.344,28/09/2010 13:00,[54169.64],[50618.83],[49260.594],[55737.676],49755.492
56316.48,56891.4299,56838.285,28/09/2010 14:00,[53829.902],[50222.684],[49583.164],[55610.047],49755.492
