0.037982896,0.035915375
0.035864525,0.033450205
0.032800823,0.029689532
0.028216116,0.024356212
0.022544421,0.018849192
0.017444475,0.014625658
0.013690108,0.01169806
0.010950252,0.009461006
0.008918501,0.007769131
0.007380418,0.006610461
0.006282664,0.005747169
0.005437662,0.005112039
0.004788497,0.004595232
0.00427944,0.004198422
0.003899109,0.003906119
0.003610925,0.003711512
0.003401374,0.003559453
0.00324893,0.003452785
0.003140169,0.003349473
0.0030715,0.003349631
0.003014341,0.003244718
0.002960788,0.003211605
0.002917513,0.003184239
0.00291633,0.003160211
0.002906791,0.003199906
0.002886548,0.003123985
0.002828727,0.003095172
0.002825782,0.003082046
0.002839341,0.003113487
0.00277881,0.003049508
0.002780174,0.003071977
0.002755568,0.003024295
0.002745131,0.00306699
0.002765606,0.003039128
0.00277435,0.003107472
0.002788385,0.002983626
0.002742844,0.002982235
0.002700451,0.00301053
0.002694223,0.002956519
0.002687216,0.002970977
0.002680075,0.002937616
0.002665335,0.002936187
0.002657563,0.002921005
0.00264976,0.00291244
0.00263383,0.002908207
0.002632457,0.00295333
0.002638164,0.002919841
0.002617539,0.002881257
0.002611244,0.002885604
0.002631036,0.002884757
0.002590608,0.002855837
0.002611188,0.002931106
0.002610751,0.002866488
0.002611499,0.002883293
0.002569736,0.002830204
0.002544647,0.002806862
0.002529793,0.002854124
0.00255168,0.002802865
0.002549426,0.002830999
0.002522239,0.0027927
0.002493916,0.002754678
0.002479513,0.002758157
0.002469344,0.002734856
0.002459661,0.002739263
0.002444764,0.002719988
0.002440467,0.002706705
0.002429031,0.002690624
0.002410844,0.002674936
0.002395729,0.002669129
0.002402768,0.002694931
0.002396022,0.002652359
0.002363004,0.002638929
0.002345299,0.002609498
0.002344562,0.002632437
0.002339152,0.002588026
0.002301103,0.002625599
0.00232215,0.002612297
0.002300369,0.00254371
0.002260677,0.002557552
0.002240923,0.002503779
0.002228283,0.002506367
0.002227667,0.002501871
0.002230356,0.00246099
0.002166484,0.002439398
0.002165382,0.002419333
0.002133052,0.002404105
0.002117734,0.002400332
0.002099196,0.002370355
0.002078308,0.002353395
0.002060001,0.002374903
0.002047608,0.0023305
0.002018516,0.002288518
0.001996555,0.002273187
0.002002262,0.002260309
0.001984198,0.002260366
0.001954489,0.002209355
0.001917138,0.002189873
0.001898748,0.002172278
0.00188286,0.002162597
0.001865424,0.002151482
0.001857015,0.002162451
0.001824821,0.002122196
0.001810394,0.002076372
0.001791101,0.002076327
0.001768505,0.002038593
0.001754834,0.002069344
0.001727788,0.001998404
0.00172411,0.002066551
0.001724119,0.002026457
0.001689603,0.001966589
0.001669052,0.001940085
0.001648115,0.001955712
0.001628975,0.001920821
0.001618894,0.001895691
0.001607981,0.001906218
0.001603199,0.001873734
0.001581443,0.001875717
0.001571373,0.001846929
0.001565968,0.001827637
0.001541974,0.001816279
0.00153039,0.001803339
0.001523477,0.001794345
0.001527068,0.001783169
0.001530135,0.001776336
0.001512715,0.001769607
0.001492245,0.001773756
0.001491422,0.001758693
0.001493156,0.001770914
0.001469299,0.00179429
0.001467881,0.001740902
0.001458134,0.001732692
0.001460439,0.00173248
0.001459978,0.001716078
0.001476419,0.001711489
0.001441894,0.001730563
0.001440931,0.00176341
0.001437831,0.00169923
0.001434045,0.001696812
0.001423756,0.001694555
0.001421723,0.001773918
0.001428252,0.001684514
0.001431839,0.001681741
0.001409722,0.001684135
0.00141776,0.001680057
0.001411212,0.001691116
0.001411235,0.001678926
0.001417919,0.001676355
0.001415793,0.001666983
0.0013939,0.001663898
0.001399118,0.001675827
0.001393445,0.00166159
0.001397681,0.001658405
0.0013922,0.001655665
0.001409736,0.001654957
0.001411928,0.001658063
0.001390075,0.001649691
