53676.414,53615.445,53624.06895
52498.652,52713.434,52344.6182
52771.38,52964.78,52878.65152
54035.598,53801.766,53778.15839
56941.625,57135.707,57281.93321
56238.008,57057.984,56748.68207
56126.25,56199.016,56373.82236
49526.48,49516.754,49442.7308
56180.89,56627.793,56935.81861
52383.656,52497.71,53083.97374
54602.67,53901.15,53129.73126
56382.97,56592.207,56898.07843
48483.44,48851.973,48793.71704
55044.758,55178.016,55569.35034
49989.78,49734.566,49971.48441
50204.562,50002.332,50088.02921
48820.668,48943.59,48931.3807
56951.566,57066.008,57527.5377
56554.316,56427.03,56299.90636
53230.4,53359.566,53967.64147
49532.402,49486.83,49328.72809
56602.93,56786.67,56789.74652
57430.723,57487.145,57963.79853
52005.133,52330.547,51959.78569
56668.293,56649.613,57178.48992
49567.395,49536.72,49645.3154
54021.59,54194.062,54648.13798
48476.28,48540.07,48537.16204
51418.438,51548.45,51754.85456
50479.758,50420.797,51317.42046
51706.8,51769.14,52400.34852
56834.555,56728.188,56602.60998
54719.1,54802.766,55151.27519
49630.273,49636.64,49734.28836
49409.094,49393.58,49326.38155
48802.418,48657.15,48731.53374
52509.67,52822.69,53057.96626
50797.324,50662.812,50405.98534
49705.883,49860.91,49408.31489
48738.242,49242.223,49099.54938
54711.4,54553.78,54175.89687
55777.32,56124.5,54853.06911
53817.76,53572.387,53636.19274
49810.68,49603.414,49912.03874
49190.504,49116.766,49188.52234
53474.27,53449.95,53820.98274
49253.02,49652.42,49488.29278
56867.98,56980.92,56895.73189
50807.668,51594.67,50783.38714
55074.137,55144.23,54005.38165
56440.17,56694.207,56636.6348
49377.863,49245.156,49104.04691
53539.95,53633.21,53956.49541
53706.754,53778.465,53215.9666
50536.703,50683.934,50685.8102
50327.945,50273.11,50493.00285
49510.156,49355.047,49397.16883
48879.688,49152.69,49279.84184
50311.582,50758.82,50074.34107
53288.797,53193.965,53378.46447
52694.348,53003.99,52063.81562
50930.88,50886.547,50458.39139
49308.484,49674.18,49343.39396
49824.11,50522.984,49693.22391
52409.906,52989.85,52614.66581
53322.168,53457.734,53239.0409
49243.27,48897.484,49395.40892
54351.984,54012.477,53319.21434
57085.79,57222.92,57033.98219
55271.797,54816.67,55523.00618
52356.258,52499.78,51853.21368
55253.344,55102.36,54226.34747
48549.51,49156.625,49339.28751
53440.73,53460.51,54325.48877
49074.617,49341.49,49066.30673
53618.65,53409.42,53058.74844
56169.477,56854.367,55521.05073
49842.08,49966.055,49852.00643
57049.04,57039.43,57134.88339
52791.984,53051.54,52847.16878
49803.523,49674.305,49455.63677
48979.066,49408.555,49438.8199
50416.19,50583.35,51603.89384
49690.547,49725.195,49569.44395
52804.27,52929.457,53142.44169
49393.176,49369.266,49347.5004
50833.047,50638.395,49611.87721
52952.69,53094.85,54057.98325
55405.504,55585.13,54785.41055
53257.457,53233.914,52939.66155
56668.68,56371.043,56043.5469
53569.094,53498.375,53419.72446
56552.293,56936.977,57171.84139
52481.344,52708.5,52510.24479
50043.844,50437.496,49636.32033
53127.664,53421.234,53650.27198
52663.26,52774.58,51986.7709
50793.184,50592.16,50519.59697
55925.242,56015.344,56102.99257
48970.3,48769.367,48877.99692
55893.86,55766.953,55935.80162
52725.703,52814.855,53309.63264
