Tmestamp,ANN APEs,Proposed LSTM APEs,LSTM model 1 APEs,LSTM model 2 APEs,LSTM model 3 APEs,CNN-LSTM APEs
18/08/2010 11:00,0.673625812,0.079927241,2.952865617,10.43390618,14.24870568,0.046388092
18/08/2010 12:00,0.449803488,0.260549304,4.542620417,11.37714868,13.86675855,0.382716581
18/08/2010 13:00,1.570637401,0.771193264,6.197223881,12.63153328,13.51340031,0.423053659
18/08/2010 14:00,1.456925076,0.488644862,6.192856979,13.00638086,11.5900856,0.080819795
18/08/2010 15:00,1.543584795,0.158496589,6.364645259,12.91006946,8.174275557,0.483132327
18/08/2010 16:00,0.20773241,1.149651139,6.392368153,11.01579003,2.582724008,2.136797701
18/08/2010 17:00,0.410753926,1.21786299,5.707692784,8.798565642,3.6961902,2.512737384
18/08/2010 18:00,1.745814699,0.184031592,6.922933037,8.661851519,5.035418193,0.092360145
18/08/2010 19:00,2.21638511,0.496212668,7.719724658,7.992158865,5.517530579,0.098250367
18/08/2010 20:00,1.641291653,0.677946853,7.294399182,5.396992114,7.151387806,0.91074448
18/08/2010 21:00,0.618778462,0.98965535,3.913927479,1.841891781,11.46140689,3.219572303
18/08/2010 22:00,1.00654911,0.020148224,1.911540358,7.252739383,13.29836871,0.924908654
18/08/2010 23:00,1.396733807,0.087180477,0.411804025,10.95907762,14.28500698,0.47380851
19/08/2010 0:00,1.493991409,0.290967674,3.715902181,13.55463021,14.35834865,0.399740058
19/08/2010 1:00,1.33581223,0.386887429,7.601514035,15.44238541,13.53866094,3.452212734
19/08/2010 2:00,1.558859053,0.018537061,11.24752624,16.07916785,11.01174419,2.826145991
19/08/2010 3:00,1.58912164,0.163778592,14.95810023,15.80192623,9.661026131,2.476765673
19/08/2010 4:00,1.638640189,0.459751609,16.20324588,15.21193921,8.845721104,2.129424048
19/08/2010 5:00,1.834529606,0.851695585,15.6570066,13.80166202,6.126396111,1.375312942
19/08/2010 6:00,1.645632084,0.365698512,13.72243051,10.60763757,1.954320825,0.820376045
19/08/2010 7:00,2.895772523,1.292017758,8.887450882,3.464564805,3.381352185,1.665324864
19/08/2010 8:00,1.429693361,0.153968124,4.32575589,1.19933636,7.875765839,1.486237953
19/08/2010 9:00,1.498455592,0.055244872,0.251640388,4.360266003,11.7626643,1.039871972
19/08/2010 10:00,0.435017255,0.29829541,1.263471664,6.409449709,13.15273735,0.400185559
19/08/2010 11:00,0.309595359,0.23230037,2.575759835,9.277906099,13.58031592,0.30553371
19/08/2010 12:00,0.096503168,0.364214432,3.758788394,10.0117396,13.1070128,1.130067459
19/08/2010 13:00,1.20026751,1.093583606,5.169372427,11.14158885,13.08522466,0.22053959
19/08/2010 14:00,1.79093877,1.40518818,5.751561432,12.17784232,12.57559623,0.156193441
19/08/2010 15:00,1.535021924,0.629266516,6.185944989,12.2732225,11.07513526,0.418146331
19/08/2010 16:00,0.116020139,0.945043727,6.291754386,10.56234293,7.524014001,2.124908476
19/08/2010 17:00,0.279592999,1.250610413,5.786076827,8.433245101,3.525863776,2.235941305
19/08/2010 18:00,1.486221092,0.465092999,6.74975578,8.184018451,0.733481534,0.255902268
19/08/2010 19:00,2.121509092,0.588011549,7.63174655,7.755845994,1.252494939,0.632735447
19/08/2010 20:00,1.748770859,0.331933148,7.521006457,5.866217182,2.953855247,0.265649417
19/08/2010 21:00,0.663629715,0.806424562,4.185162953,0.145586459,6.617141347,2.881650695
19/08/2010 22:00,0.636989664,0.292739896,2.054238604,4.183775279,7.655767888,1.031602178
19/08/2010 23:00,0.300752892,1.040240876,1.187426071,9.341384996,9.040802474,1.250652676
20/08/2010 0:00,0.798709921,0.151486044,4.600886919,12.58677268,9.528212482,0.356283893
