Tmestamp,Predicted ANN load,Target Load,Proposed LSTM Load,LSTM_MODEL_1_Load,LSTM_MODEL_2_Load,LSTM_MODEL_3_Load,CNN_LSTM_MODEL_Load
14/09/2010 20:00,52853.22,53477.21468,54030.11,49376.203,51760.918,57207.895,54447.836
14/09/2010 21:00,52073.367,51569.67347,52325.59,49361,53812.83,57254.95,53380.16
14/09/2010 22:00,50500.992,50793.75102,50947.555,49673.715,55626.664,57262.81,51189.555
14/09/2010 23:00,49810.348,50212.00473,50461.844,50675.645,56699.992,57162.027,50344.816
15/09/2010 0:00,49165.043,49927.29125,50051.004,52209.363,57168.93,56745.684,49742.074
15/09/2010 1:00,48928.953,49596.6247,49698.14,53843.938,57259.305,55787.023,52897.95
15/09/2010 2:00,48614.926,49390.12921,49330.004,55394.36,57283.816,54372.555,52310.78
15/09/2010 3:00,48499.93,49259.30962,49087.562,56674.055,57234.98,53959.297,51926.05
15/09/2010 4:00,48528.082,49244.64375,48958.133,57223.363,57135.312,53903.195,51720.816
15/09/2010 5:00,48747.35,49646.48867,49148.508,57312.26,56897.184,53145.21,51734.086
15/09/2010 6:00,49529.55,50592.14415,50216.49,57269.617,56173.13,51691.387,52565.895
15/09/2010 7:00,51097.723,52698.5546,52189.973,57150.6,54810.117,50834.19,53887.414
15/09/2010 8:00,53881.586,54768.59368,55113.188,56966.9,54265.23,50315.3,56273.516
15/09/2010 9:00,55912.07,56796.00396,56695.6,56795.375,54203.555,49930.99,58619.89
15/09/2010 10:00,57013.25,57160.49979,57116.49,56486.96,53476.06,49608.727,59415.633
15/09/2010 11:00,56969.336,57318.89121,57304.42,55750.707,51810.18,49428.945,59147.777
15/09/2010 12:00,56795.633,57118.65316,57324.195,54508.47,50949.805,49361.754,58802.17
15/09/2010 13:00,56399.938,57214.07911,56949.867,53825.89,50321.89,49607.86,58137.645
15/09/2010 14:00,56156.156,57324.95311,56868.62,53670.67,49960.19,50150.195,57442.08
15/09/2010 15:00,56062.094,56906.48687,56871.086,53141.836,49624.125,51390.18,57179.74
15/09/2010 16:00,55434.04,55394.14205,56343.273,51895.586,49484.95,53237.76,56536.902
15/09/2010 17:00,54107.363,54083.79519,54737.105,50898.22,49429.586,55434.9,55115.73
15/09/2010 18:00,53112.777,53998.34203,54310.58,50236.6,49658.56,56511.902,54047.973
15/09/2010 19:00,52603.56,53922.86167,54393.207,49851.93,50202.06,56944.633,53980.805
15/09/2010 20:00,52143.613,53327.42723,53762.516,49417.97,51343.258,57171.26,53895.883
15/09/2010 21:00,51591.312,51360.04926,52081.21,49395.35,53143.246,57228.445,53006.836
15/09/2010 22:00,50145.156,50651.39428,50746.992,49704.047,55506.28,57195.875,50836.33
15/09/2010 23:00,49501.734,50077.0787,50309.457,50617.215,56719.65,57019.527,50098.203
16/09/2010 0:00,48991.5,49710.82296,49857.746,51963.914,57104.676,56678.305,49483.355
16/09/2010 1:00,48695.875,49493.76804,49510.42,53688.953,57246.39,55862.715,52218.36
16/09/2010 2:00,48498.48,49351.4113,49300.46,55109.703,57227.562,54516.824,51859.605
16/09/2010 3:00,48444.445,49203.77485,49129.016,56572.97,57126.766,54145.676,51631.95
16/09/2010 4:00,48452.72,49230.76005,48967.582,57111.934,56963.72,54057.176,51445.75
16/09/2010 5:00,48777.984,49681.29567,49167.44,57282.477,56770.125,53283.64,51584.61
16/09/2010 6:00,49673.59,50355.53474,50284.938,57268.004,56133.21,51671.805,52461.68
16/09/2010 7:00,50937.98,52460.18528,51801.254,57127.93,54623.586,50886.47,53326.72
16/09/2010 8:00,53760.26,54361.46905,54752.316,56900.723,54047.258,50314.68,55426.414
16/09/2010 9:00,55531.04,56410.38927,56387.242,56684.582,54146.94,49952.305,57148.883
16/09/2010 10:00,56792.84,57211.53702,56689.523,56419.55,53404.066,49648.88,58315.812
16/09/2010 11:00,56975.22,57212.12366,57370.07,55788.766,51801.9,49456.137,58484.473
16/09/2010 12:00,56743.438,56897.88289,57281.812,54694.23,50934.96,49354.58,58090.61
16/09/2010 13:00,56188.04,56909.81113,56770.227,53826.58,50369.207,49486.94,57252.895
16/09/2010 14:00,55937.58,57281.73767,56615.008,53524.688,50032.68,49789.35,56964.715
16/09/2010 15:00,55999.26,57269.80943,56931.75,52947.01,49698.977,50177.816,57148.242
16/09/2010 16:00,55740.805,55823.75435,56882.176,51638.793,49554.76,50625.49,57020.094
16/09/2010 17:00,54391.535,53840.14615,55224.727,50724.633,49488.18,51777.73,55554.84
16/09/2010 18:00,52698.24,53565.20992,54069.86,50099.383,49553.08,54714.51,53463.453
16/09/2010 19:00,52768.906,53126.60254,54163.734,49711.766,49831.055,54514.594,53057.977
16/09/2010 20:00,52122.367,52462.33627,53179.684,49390.508,50404.824,54255.703,52368.633
16/09/2010 21:00,51210.3,51134.39036,51408.527,49417.11,51333.246,53970.5,51731.24
16/09/2010 22:00,50021.066,50519.01033,50541.977,49737.438,52624.625,53741.57,50439.766
16/09/2010 23:00,49434.918,50087.44258,50169.406,50877.14,54737.582,53651.04,49831.562
17/09/2010 0:00,48993.004,49734.28836,49844.082,52583.07,55371.28,53596.844,49381.02
17/09/2010 1:00,48701.28,49488.29278,49574.113,54044.53,55236.188,53123.152,51942.52
17/09/2010 2:00,48479.312,49264.98042,49322.785,55061.285,54713.418,52706.164,51554.434
17/09/2010 3:00,48347.152,49162.7104,49072.35,55439.42,54108.547,53069.195,51202.44
17/09/2010 4:00,48392.152,49179.91836,48958.4,55982.44,53970.77,53374.625,51114.9
17/09/2010 5:00,48636.35,49371.74798,49127.566,55881.043,54019.004,52756.117,51152.684
17/09/2010 6:00,49153.25,49582.741,49756.617,55240.164,53567.7,51297.9,51455.61
17/09/2010 7:00,49750.82,50276.92566,50475.594,54613.75,53125.254,50522.105,51743.426
17/09/2010 8:00,50943.094,51950.98617,51992.055,54232.832,53467.16,50013.4,52488.395
17/09/2010 9:00,52957.984,53324.49406,54185.016,54305.164,53754.883,49691.383,53569.4
17/09/2010 10:00,54169.457,53788.32673,53918.84,54341.21,53144.406,49320.16,53957.68
17/09/2010 11:00,54333.367,53705.41566,54114.094,53853.023,51512.78,49096.383,53816.984
17/09/2010 12:00,53729.73,53153.00112,53980.266,53253.453,50717.754,48938.305,53426.914
17/09/2010 13:00,52834.21,52911.69862,53272.02,53074.61,50152.277,48873.53,52742.91
17/09/2010 14:00,52423.82,52851.47077,52957.883,52846.734,49794.914,49034.84,52431.6
17/09/2010 15:00,51957.363,52623.46533,52895.535,52319.016,49273.14,49514.945,52336.44
17/09/2010 16:00,52024.59,52469.18035,52785.617,51261.617,49135.53,49945.066,52073.09
17/09/2010 17:00,51771.39,52270.11556,52738.18,50436.367,48983.86,50608.14,51919.703
17/09/2010 18:00,52026.55,52784.98548,52803.98,49912.984,48800.484,51942.57,51590.254
17/09/2010 19:00,51952.1,52945.91899,53486.746,49530.965,48554.996,52690.65,52078.07
17/09/2010 20:00,51742.617,52467.81153,52834.688,48981.145,48332.273,52630.93,52167.64
17/09/2010 21:00,51127.67,51136.34581,51495.438,48845.08,48711.285,52448.19,51626.785
17/09/2010 22:00,50048.254,50686.78792,50589.41,48857.285,49657.934,52386.35,50379.645
17/09/2010 23:00,49535.29,50051.65785,50325.67,48994.16,51116.88,52518.547,49955.07
18/09/2010 0:00,48986.63,49709.06306,49834.582,49311.645,51794.113,52508.75,49370.51
18/09/2010 1:00,48647.547,49486.92397,49462.55,49809.746,51792.61,52237.324,49804.773
18/09/2010 2:00,48334.64,49261.65616,49219.94,50475.152,51817.16,52022.01,49342.258
18/09/2010 3:00,48199.562,49036.38835,48963.824,51172.45,51950.547,52464.688,49075.55
18/09/2010 4:00,48111.23,48991.41301,48775.78,52008.62,52311.918,52679.562,48882.266
18/09/2010 5:00,48242.95,49148.04453,48899.133,52786.33,52781.727,52115.21,48836.67
18/09/2010 6:00,48629.703,49110.4999,49446.457,52785.934,52783.42,50730.79,49004.707
18/09/2010 7:00,48843.05,49234.67095,49681.43,52509.387,52180.996,50053.79,49233.4
18/09/2010 8:00,49298.965,50240.94538,50132.37,52239.906,52448.734,49588.957,49586.53
18/09/2010 9:00,50633.273,51512.76988,52288.54,52209.586,52429.723,49265.906,50814.734
18/09/2010 10:00,52000.69,51939.64456,52220.84,52045.246,51808.664,49031.406,52165.34
18/09/2010 11:00,52227.945,52163.15246,52192.56,51833.566,50642.184,48849.125,52492.38
18/09/2010 12:00,51961.633,52108.98651,52310.434,51716.383,50084.89,48773.29,52724.47
18/09/2010 13:00,51719.88,52148.68214,52225.895,51960.188,49631.477,48950.617,52637.414
18/09/2010 14:00,51675.15,52124.6301,52295.81,52234.08,49283.29,49612.664,52625.723
18/09/2010 15:00,51853.227,51989.50853,52345.562,51903.832,48634.83,50837.36,52556.414
18/09/2010 16:00,51664.348,51952.15944,52111.707,50951.777,48736.887,52392.6,52375.004
18/09/2010 17:00,51502.63,51843.63198,52143.11,50203.625,48935.09,54342.113,52306.24
18/09/2010 18:00,51396.9,52457.05656,52169.016,49578.164,49303.414,56179.6,52171.12
18/09/2010 19:00,51904.508,52562.65084,52893.18,49206.547,49978.312,56731.47,52524.81
18/09/2010 20:00,51718.23,52143.20688,52730.688,49243.008,51106.855,56878.53,52465.598
18/09/2010 21:00,51165.242,51008.65495,50954.316,49189.81,52728.973,56807.855,52047.836
18/09/2010 22:00,50085.156,50504.73555,50271.086,49422.19,55254.492,56573.035,51233.535
18/09/2010 23:00,49568.9,50021.73947,49959.723,50305.832,56502.816,56075.93,50831.016
19/09/2010 0:00,49112.656,49591.34498,49588.332,51672.266,56947.234,55401.63,50452.418
19/09/2010 1:00,48754.336,49357.4732,49166.64,53317.945,57035.04,54650.39,53241.586
19/09/2010 2:00,48473.484,49202.01494,49012.1,55055.93,56914.258,53698.164,52493.42
19/09/2010 3:00,48387.25,49124.18804,48976.867,56519.14,56791.15,53461.41,52262.984
19/09/2010 4:00,48444.805,49145.3069,48997.195,57036.906,56503.86,53053.39,52220.27
19/09/2010 5:00,48730.055,49487.5106,49214.074,57167.117,55881.312,52134.598,52315.516
19/09/2010 6:00,49459.027,50112.86343,50134.402,57147.81,54864.098,50791.234,53100.953
19/09/2010 7:00,50633.406,52230.61548,51752.113,56921.016,53547.277,50051.445,54298.766
19/09/2010 8:00,53524.316,54545.47687,54848.207,56510.766,53266.91,49607.547,56630.816
19/09/2010 9:00,55733.4,56029.07657,56590.3,55983.93,53242.664,49267.75,58383.008
19/09/2010 10:00,56636.055,56223.64382,56374.348,55458.305,52629.08,48943.832,57972.953
19/09/2010 11:00,56469.22,55801.26668,55778.508,54910.08,51337.438,48742.008,57061.453
19/09/2010 12:00,55799.41,55512.6423,54967.082,54209.617,50590.707,48705.445,56355.664
19/09/2010 13:00,55382.39,55399.03067,54423.03,53551.594,49882.03,48974.812,56063.98
19/09/2010 14:00,55073.996,55494.65216,54177.555,53099.656,49483.094,49735.332,55661.41
19/09/2010 15:00,54923.727,55351.51324,54219.2,52486.133,49360.867,51116.97,55522.992
19/09/2010 16:00,54449.27,54203.46871,54167.637,51475.496,49393.164,52757.617,55348.79
19/09/2010 17:00,53328.37,52907.20108,53757.773,50662.77,49519.996,54704.773,54497.21
19/09/2010 18:00,52295.324,53030.98105,53200.105,49974.258,49869.51,56076.57,52945.625
19/09/2010 19:00,52113.41,53098.24852,53522.555,49479.406,50440.188,56685.043,53033.17
19/09/2010 20:00,51946.688,52557.17558,52957.047,49177.305,51186.59,56925.305,52937.97
19/09/2010 21:00,51302.71,51080.6155,51263.89,49217.46,52244.348,56903.574,52361.81
19/09/2010 22:00,50035.527,50372.3516,50262.062,49770.11,54885.08,56860.85,50993.45
19/09/2010 23:00,49417.227,49891.31097,49848.633,51114.918,56235.56,56690.23,50298.625
20/09/2010 0:00,48967.82,49509.80273,49454.637,52356.508,56617.67,56235.145,49800.793
20/09/2010 1:00,48577.426,49305.06714,48987.293,54035.746,56789.586,55385.094,52462.76
20/09/2010 2:00,48394.645,49122.03705,48853.945,55501.406,56794.504,54076.082,52031.92
20/09/2010 3:00,48312.125,49000.21253,48783.36,56724.92,56681.5,53653.945,51778.203
20/09/2010 4:00,48364.336,49051.24977,48784.82,57074.12,56359.18,53369.81,51644.684
20/09/2010 5:00,48788.01,49543.24092,49021.137,57045.477,55817.11,52502.69,51882.645
20/09/2010 6:00,49781.918,49983.80374,50145.96,56815.61,54958.742,51103.773,52952.258
20/09/2010 7:00,50773.164,52196.00402,51538.28,56610.992,53739.633,50401.305,53824.89
20/09/2010 8:00,53759.863,54117.03783,54830.508,56442.18,53248.15,49820.453,56335.633
20/09/2010 9:00,55441.594,55644.43961,56389.816,56341.184,52984.48,49474.008,57689.41
20/09/2010 10:00,56291.87,55886.52429,56014.18,56144.59,52302.67,49164.38,57204.38
20/09/2010 11:00,56186.684,55950.85858,55354.438,55513.95,51165.086,48965.945,56051.6
20/09/2010 12:00,55926.23,55773.69484,55114.68,54555.938,50489.082,48896.695,55821.062
20/09/2010 13:00,55332.95,55882.41784,54646.344,53802.555,49961.9,49167.816,55472.64
20/09/2010 14:00,55159.18,56068.18557,54577.605,53381.86,49576.88,49982.66,55519.367
20/09/2010 15:00,55163.242,55796.5736,54724.047,52752.29,49260.715,51291.625,55690.72
20/09/2010 16:00,54708.367,54702.69502,54485.617,51584.27,49198.004,52879.594,55406.707
20/09/2010 17:00,53769.348,53251.75133,53839.2,50676.125,49283.66,54811.207,54340.418
20/09/2010 18:00,52660.84,53404.86304,53504.477,50023.9,49645.73,56042.39,52920.363
20/09/2010 19:00,52620.156,53433.41261,53934.812,49594.293,50405.84,56544.418,53194.625
20/09/2010 20:00,52335.684,52863.00792,53475.254,49181.746,51576.21,56800.773,53105.934
20/09/2010 21:00,51675.61,51342.25467,51530.01,49241.203,53362.99,56867.125,52474.723
20/09/2010 22:00,50360.96,50693.43645,50530.22,50001.266,55513.61,56770.82,51009.984
20/09/2010 23:00,49738.387,50271.64594,50186.24,51924.613,56599.832,56653.617,50426.94
21/09/2010 0:00,49278.547,49840.46928,49932.03,53657.88,56838.066,56224.63,50046.617
21/09/2010 1:00,48882.324,49583.13209,49594.92,54764.133,56828.914,55170.71,51896.54
21/09/2010 2:00,48637.09,49411.8347,49325.43,55747.215,56761.707,53850.168,51416.22
21/09/2010 3:00,48551.76,49311.71567,49164.836,56581.31,56611.46,53354.195,51084.746
21/09/2010 4:00,48605.426,49397.16883,49115.79,56935.188,56577.1,53027.125,50929.8
21/09/2010 5:00,48976.18,49683.05558,49374.61,56965.266,56358.7,52190.33,51231.777
21/09/2010 6:00,49646.77,50173.67791,50284.598,56752.785,55405.867,51025.76,51990.113
21/09/2010 7:00,50623.516,52247.04126,51742.047,56475.992,53985.684,50407.734,52909.96
21/09/2010 8:00,53420.86,54239.25344,54807.95,56129.11,53606.832,49944.906,55241.414
21/09/2010 9:00,55380.875,55649.13269,56380.25,56113.08,53509.19,49575.055,56845
21/09/2010 10:00,56322.36,56142.6882,55954.1,55954.77,52758.27,49255.3,56746.18
21/09/2010 11:00,56230.188,56213.47548,55826.766,55254.79,51359.703,49079.016,55867.164
21/09/2010 12:00,55898.83,55884.95993,55713.617,54169.867,50562.98,49068.914,56380.348
21/09/2010 13:00,55238.973,56162.63379,55039.45,53520.207,50047.695,49373.668,56039.41
21/09/2010 14:00,55156.66,56338.81981,55153.17,53291.9,49694.71,50247.168,56155.69
21/09/2010 15:00,55115.992,55723.83087,55314.297,52742.992,49358.418,51703.86,56329.28
21/09/2010 16:00,54325.645,54472.53859,54668.27,51630.414,49252.863,53486.17,55797.617
21/09/2010 17:00,53112.85,53125.42927,53985.273,50748.88,49276.113,55722.816,54711.832
21/09/2010 18:00,52351.777,53142.44169,53671.906,50143.9,49607.9,56557.367,53159.598
21/09/2010 19:00,52241.53,53102.74606,53833.08,49703.66,50466.67,56746.31,52754.254
21/09/2010 20:00,51901.04,52682.32437,53367.156,49336.684,51646.734,56764.938,52663.273
21/09/2010 21:00,51278.008,51179.7568,51461.875,49414.12,53593.56,56754.594,52254.875
21/09/2010 22:00,50152.715,50512.55735,50497.695,50168.535,55404.06,56710.926,50851.74
21/09/2010 23:00,49565.953,49966.40024,50118.055,52103.703,56453.5,56491.926,50257.18
22/09/2010 0:00,49087.633,49653.91937,49700.43,53778.23,56744.766,55785.324,49768.918
22/09/2010 1:00,48736.117,49373.11679,49368.438,54843.516,56797.83,54724.39,51042.766
22/09/2010 2:00,48423.35,49163.10149,49103.43,55741.098,56744.004,53566.938,50484.766
22/09/2010 3:00,48300.63,49117.14842,48949.195,56575.664,56675.17,53378.293,50212.863
22/09/2010 4:00,48391.047,49175.61637,48963.74,56918.29,56470.36,53274.195,50212.574
22/09/2010 5:00,48659.49,49545.00082,49157.117,57009.195,55974.78,52463.87,50335.375
22/09/2010 6:00,49348.48,50135.15555,50031.938,56859.883,55150.973,51112.69,51054.543
22/09/2010 7:00,50369.086,52402.8906,51612.082,56632.53,53853.918,50400.723,52080.05
22/09/2010 8:00,53292.28,54460.21926,54833.562,56488.793,53576.26,49951.375,54513.613
22/09/2010 9:00,55337.84,55952.61849,56432.797,56289.12,53537.41,49600.07,56183.734
22/09/2010 10:00,56388.453,56192.74772,56209.188,55832.383,52824.965,49275.15,56319.527
22/09/2010 11:00,56158.914,56214.8443,55906.594,55136.562,51436.883,49099.227,55981.938
22/09/2010 12:00,55893.797,56091.06433,55672.273,54109.414,50699.04,49061.09,56093.08
22/09/2010 13:00,55496.81,55934.8239,55322.4,53422.25,50219.74,49310.008,56063.797
22/09/2010 14:00,55067.38,55618.04104,55065.145,53188.227,49811.027,50087.02,56051.83
22/09/2010 15:00,54697.664,55514.59775,54827.83,52657.535,49468.94,51352.938,55729
22/09/2010 16:00,54436.89,54622.1305,54865.43,51471.434,49356.777,53215.55,55331.59
22/09/2010 17:00,53554.863,53125.62482,54361.566,50579.445,49351.465,55239.41,54277.117
22/09/2010 18:00,52458.56,53050.34,53755.344,49953.438,49594.504,56213.844,52665.06
22/09/2010 19:00,52310.727,53038.02067,53819.332,49568.656,50061.98,56501.617,52518.566
22/09/2010 20:00,52123.094,52483.25958,53301.58,49212.637,50860.88,56652.03,52479.85
22/09/2010 21:00,51436.105,51200.87565,51346.062,49284.707,52510.15,56591.17,51914.58
22/09/2010 22:00,50296.09,50513.73062,50543.77,50015.13,54783.29,56371.8,50734.934
22/09/2010 23:00,49665.344,50006.09587,50128.8,51819.29,56139.484,56144.84,50129.04
23/09/2010 0:00,49071.8,49612.46384,49722.41,53647.562,56597.61,55902.574,49739.547
23/09/2010 1:00,48654.668,49396.58219,49414.434,54874.7,56713.125,55063.562,50848.88
23/09/2010 2:00,48444.652,49228.8046,49222.176,55958.656,56583.797,53825.023,50494.67
23/09/2010 3:00,48325.047,49027.39328,49097.64,56742.6,56353.184,53632.83,50267.66
23/09/2010 4:00,48275.33,49069.04436,48978,57066.23,56189.875,53566.203,50064.63
23/09/2010 5:00,48527.52,49454.85459,49138.027,57064.48,56004.758,52732.008,50191.117
23/09/2010 6:00,49249.13,50107.9748,49971.742,56923.797,55242.016,51315.105,50858.152
23/09/2010 7:00,50401.906,52273.83092,51593.184,56654.918,53930.965,50561.97,51938.746
23/09/2010 8:00,53548.094,54226.93411,54632.15,56264.523,53458.367,50151.953,54382.18
23/09/2010 9:00,55377.277,55606.89498,56232.406,56105.79,53416.207,49753.34,56207.14
23/09/2010 10:00,56169.2,56195.87644,55913.047,56060.406,52793.223,49440.305,56129.742
23/09/2010 11:00,56186,56157.94071,56089.152,55530.86,51394.523,49175.973,56216.652
23/09/2010 12:00,55764.61,55832.55388,55860.387,54465.69,50606.97,48954.164,56379.844
23/09/2010 13:00,55016.824,55889.65301,55327.516,53640.71,49977.84,48826.523,55323.34
23/09/2010 14:00,54869.746,56262.16618,55306.453,53295.355,49709.918,48849.176,55284.35
23/09/2010 15:00,54969.297,56111.20546,55648.07,52658.973,49179.04,49130.28,55539.656
23/09/2010 16:00,54617.89,55106.88648,55533.543,51552.22,49041.6,49758.254,55509.562
23/09/2010 17:00,53675.453,53482.1033,54803.336,50631.004,49017.55,50464.97,55116.156
23/09/2010 18:00,52511.83,53369.86049,54027.273,50234.223,49071.594,51420.58,53757.754
23/09/2010 19:00,52546.312,53394.49916,54043.367,49799.566,49160.062,52007.164,53109.207
23/09/2010 20:00,52359.344,52777.94586,53489.965,49285.668,49203.14,52235.91,52875.914
23/09/2010 21:00,51670.7,51367.87106,51546.625,49118.25,49568.89,52062.133,52203.406
23/09/2010 22:00,50469.4,47441.91464,50648.156,48939.35,50110.945,52215.668,50861.47
23/09/2010 23:00,48277.83,50046.57368,47983.746,48838.89,51696.684,52440.77,48429.49
24/09/2010 0:00,49167.805,49838.90492,49765.32,48928.53,52116.984,52389.52,49794.69
24/09/2010 1:00,48988.965,49546.76073,49371.695,49373.82,52588.758,51947.49,49285.203
24/09/2010 2:00,48570.26,49322.47065,49040.098,50133.074,52575.52,51392.27,49008.984
24/09/2010 3:00,48418.094,49068.45773,48873.016,50528.223,52536.754,51725.645,48781.984
24/09/2010 4:00,48190.168,48994.73727,48746.824,51388.277,52555.137,51938.188,48641.754
24/09/2010 5:00,48296.277,49041.27698,48891.46,51683.176,52726.152,51595.027,48736.91
24/09/2010 6:00,48566.812,48808.18737,49226.684,51928.02,52331.48,50543.344,49057.645
24/09/2010 7:00,48573.14,48897.55142,49139.76,51908.273,51702.67,49953.004,49208.516
24/09/2010 8:00,48994.54,49524.07751,49289.586,52032.484,52012.168,49532.1,49666.7
24/09/2010 9:00,49890.184,50979.71429,50296.023,52139.293,52212.137,49267.973,50628.266
24/09/2010 10:00,51272.29,51558.52741,52249.434,52168.08,51616.664,49027.56,51963.957
24/09/2010 11:00,51355.855,51724.74064,51780.14,51791.07,50448.55,48789.207,51673.492
24/09/2010 12:00,51352.547,51661.77515,51774.566,51039.902,49766.082,48632.94,51564.594
24/09/2010 13:00,51138.992,50950.77363,51690.223,50984.504,49255.555,48594.84,51403.754
24/09/2010 14:00,50417.742,51031.72925,51051.152,51414.15,48899.832,48771.293,50677.3
24/09/2010 15:00,50389.164,51045.4174,51173.215,51702.656,48707.656,49272.87,50722.766
24/09/2010 16:00,50304.953,51019.80101,51233.754,50760.56,48674.96,49871.293,50752.098
24/09/2010 17:00,50337.637,51014.1302,51210.01,48632.4,48654.035,50366.19,50850.82
24/09/2010 18:00,50383.875,51626.38151,50987.777,49350.08,48634.703,51033.562,51002.004
24/09/2010 19:00,51052.48,51890.95386,51561.324,48973.39,48550.19,51859.992,51777.43
24/09/2010 20:00,51235.89,51497.51738,51744.188,48937.63,48480.016,51890.805,52166.75
24/09/2010 21:00,50722.2,50567.30994,50254.586,48750.25,48867.758,51730.926,51737.445
24/09/2010 22:00,49849.652,50084.11831,49756.285,48594.805,49458.09,51642.75,50725.875
24/09/2010 23:00,49307.633,49667.60752,49500.883,48572.305,50238.383,51652.44,50114.29
25/09/2010 0:00,48843.477,49149.60889,49178.695,48659.246,50992.98,51772.05,49639.11
25/09/2010 1:00,48437.77,48951.32629,48411.26,48787.008,51167.664,51531.477,48586.215
25/09/2010 2:00,48116.527,48773.18482,48328.418,49041.027,51076.492,51157.574,48473.895
25/09/2010 3:00,48011.016,48630.82808,48294.97,49404.113,51221.965,51587.797,48376
25/09/2010 4:00,47977.16,48570.99132,48314.03,50180.87,51597.266,51811.176,48351.19
25/09/2010 5:00,47977.863,48659.57319,48475.598,51032.773,51888.72,51276.992,48455.176
25/09/2010 6:00,48257.08,48661.72418,48831.824,51467.23,51667.715,50397.758,48789.68
25/09/2010 7:00,48481.59,48654.88011,49016.453,51344.332,51333.56,49754.375,49132.918
25/09/2010 8:00,48754.39,49202.99267,49299.188,51005.41,52059.258,49368.89,49460.87
25/09/2010 9:00,49671.4,50554.20843,50130.023,51090.39,52689.023,49074.273,50220.22
25/09/2010 10:00,51010.125,51238.81138,51763.82,51106.805,52296.41,48865.14,51589.227
25/09/2010 11:00,51386.715,51291.60852,51428.137,51076.47,50441.203,48667.176,51632.395
25/09/2010 12:00,51118.81,51282.22236,51324.77,51084.49,48280.89,48556.457,51194.82
25/09/2010 13:00,50951.945,51273.81393,51300.164,51315.402,49672.855,48650.17,51022.062
25/09/2010 14:00,50674.43,51249.95744,51318.58,51405.734,49449.344,49235.473,50871.496
25/09/2010 15:00,50546.176,51268.72976,51336.65,50914.17,48924.895,50419.13,50843.164
25/09/2010 16:00,50610.688,51219.06134,51401.52,50133.453,48761.81,51631.77,50945.79
25/09/2010 17:00,50480.375,51106.62298,51445.184,49434.523,48656.082,52803.547,50962.46
25/09/2010 18:00,50445.562,51480.70051,51423.066,49037.496,49058.367,53894.484,51014.473
25/09/2010 19:00,51025.242,51820.94876,51465.945,48635.293,49692.95,54720.53,51627.363
25/09/2010 20:00,50824.625,51539.95064,51777.324,49337.168,50615.05,54691.51,52087.6
25/09/2010 21:00,50030.934,50624.01798,50288.535,49418.96,52259,54314.23,51528.543
25/09/2010 22:00,49059.87,49908.32338,49974.773,50847.73,54125.61,53921.164,50642.66
25/09/2010 23:00,48553.406,49426.69612,49253.49,50855.227,55900.227,53854.27,49751.234
26/09/2010 0:00,48423.51,49136.89847,48977.098,52175.098,56398.297,53682.477,49228.312
26/09/2010 1:00,48207.875,48868.80631,48353.79,53453.254,56618.234,53436.6,48989.71
26/09/2010 2:00,47986.477,49528.96614,48195.66,54806.2,56688.24,52604.73,48803.6
26/09/2010 3:00,48645.42,48531.10014,49056.637,56491.973,56559.254,52640.37,49364.094
26/09/2010 4:00,47875.17,48579.79084,48195.742,56959.156,56602.164,52759.746,48741.48
26/09/2010 5:00,48133.375,48908.11085,48450.45,57093.418,56343.39,52012.81,48756.688
26/09/2010 6:00,48770.1,49595.06034,49095.844,56953.906,55794.496,50734.46,48901.406
26/09/2010 7:00,50070.656,51898.77566,50359.5,56713.266,54297.094,48639.17,49692.816
26/09/2010 8:00,53049.83,53739.83158,53683.66,56305.54,53224.36,49596.453,52228.57
26/09/2010 9:00,54704.78,55349.1667,55764.254,55951.53,53046.652,49308.875,54731.36
26/09/2010 10:00,55749.566,55663.60302,55874.46,55494.188,52410.54,48930.99,56344.008
26/09/2010 11:00,55660.625,55767.24186,55659.453,54979.89,51304.113,48715.023,55987.21
26/09/2010 12:00,55414.777,55661.25648,55558.88,54115.35,50571.547,48568.855,55750.25
26/09/2010 13:00,55007.11,55559.182,55217.65,53282.562,50040.52,48703.844,55395.992
26/09/2010 14:00,54550.094,55508.92695,54894.15,52893.48,49627.895,49281.164,55039.188
26/09/2010 15:00,54333.6,55638.96435,54742.766,52244.01,49182.344,50319.996,55041.5
26/09/2010 16:00,54232,54532.96199,54797.258,51205.344,49251.53,52055.43,55146.395
26/09/2010 17:00,53378.64,52900.7481,53868.297,50319.125,49452.168,53982.31,54153.664
26/09/2010 18:00,52271.047,52904.659,52685.89,49768.2,49817.73,55541.31,52285.02
26/09/2010 19:00,52294.25,52893.70848,52779.97,49415.227,50276.28,56202.57,52244.21
26/09/2010 20:00,52133.824,52270.50665,52525.258,49386.45,50892.32,56535.51,52219.387
26/09/2010 21:00,51452.844,51078.66005,50678.68,50127.1,51797.023,56659.9,51400.67
26/09/2010 22:00,50420.35,50097.61092,50044.723,50804.414,54177.82,56568.957,50202.715
26/09/2010 23:00,49543.156,49995.53644,49471.79,52290.84,55913.695,56697.562,49277.516
27/09/2010 0:00,49148.062,49682.66449,49521.71,53303.652,56515.445,56606.91,49175.867
27/09/2010 1:00,48764.754,49476.36454,50060.33,54370.48,56690.25,56058.65,51823.754
27/09/2010 2:00,48550.406,49294.11663,49710.85,55657.477,56798.758,54930.18,51181.523
27/09/2010 3:00,48460.953,49105.41573,49478.51,56512.35,56853.89,54133.445,51082.246
