Tmestamp,Target Load,Predicted ANN load,Proposed LSTM Load,LSTM_MODEL_1_Load,LSTM_MODEL_2_Load,LSTM_MODEL_3_Load,CNN_LSTM_MODEL_Load,EMD_LSTM
9/9/2010 4:00,49508.04283,48667.793,49046.156,57207.703,56908.594,54072.664,49053.277,49869.45
9/9/2010 5:00,49898.54614,49042.223,49502.03,57388.844,56718.918,53270.152,49476.98,49869.45
9/9/2010 6:00,50619.91154,49857.676,50802.93,57296.1,56118.7,51699.637,50362.04,49820.605
9/9/2010 7:00,52533.71019,51134.395,52388.92,57062.062,54497.516,50944.016,51658.95,49820.605
9/9/2010 8:00,54520.25156,53591.8,54992.547,56810.867,54077.055,50344.746,53980.242,49820.605
9/9/2010 9:00,56548.63957,55397.023,56631.297,56650.58,54215.594,49958.633,55497.676,50414.945
9/9/2010 10:00,56845.67238,56730.85,56887.195,56361.938,53505.4,49671.055,56637.477,49822.734
9/9/2010 11:00,56806.36784,56686.16,57034.04,55653.535,51983.23,49495.766,56547.37,49822.734
9/9/2010 12:00,56610.43178,56382.156,56867.793,54429.42,51163.96,49431.395,56221.156,49822.734
9/9/2010 13:00,56747.5088,55922.566,56456.043,53701.86,50609.527,49583.812,55805.746,49789.11
9/9/2010 14:00,56920.95719,55788.895,56485.637,53520.71,50209.46,49954.766,55787.297,49789.11
9/9/2010 15:00,56900.03388,55692.582,56618.15,53030.094,49839.39,50580.54,55796.438,49789.11
9/9/2010 16:00,55270.94871,55445.266,56520.164,51804.45,49647.3,51097.543,55652.336,49789.11
9/9/2010 17:00,53894.50765,54006.05,54800.953,50819.363,49610.28,52180.51,54273.184,50414.945
9/9/2010 18:00,54047.42382,52939.75,54081.445,50206.64,49748.594,54945.797,53097.863,50414.945
9/9/2010 19:00,53959.81967,52869.86,54488.727,49823,50121.2,55330.34,53127.336,50414.945
9/9/2010 20:00,53220.85522,52424.12,54043.88,49466.094,50835.27,55201.566,52927.74,50414.945
9/9/2010 21:00,51495.95302,51530.4,52002.12,49467.496,51874.1,54980.438,52242.414,50414.945
9/9/2010 22:00,50679.16167,50206.55,50853.77,49774.96,53071.71,54566.773,50770.816,50414.945
9/9/2010 23:00,50226.08396,49508.242,50367.336,50854.535,54915.34,54284.457,49969.3,40871.22
10/9/2010 0:00,49847.5089,49168.395,50070.996,52495.43,56027.316,54139.91,49461.086,40871.656
10/9/2010 1:00,49541.28547,48851.58,49366.367,54022.766,55962.363,53682.465,49038.96,49820.605
10/9/2010 2:00,49311.52013,48530.387,49074.586,55058.113,55410.3,53207.3,48840.305,49820.605
10/9/2010 3:00,49266.34924,48396.44,48849.44,55798.11,54662.066,53568.43,48685.656,49820.605
10/9/2010 4:00,49265.37151,48507.125,48862.242,56241.754,54416.746,53834.703,48787.016,49820.605
10/9/2010 5:00,49502.95866,48737.492,49103.97,56524.82,54541.266,53178.438,49012.83,49820.605
10/9/2010 6:00,49658.02582,49310.188,49964.223,55877.863,53989.39,51606.57,49645.355,49820.605
10/9/2010 7:00,50336.17578,49839.223,50679.156,55231.86,53352.203,50758.93,50168.79,49820.605
10/9/2010 8:00,51802.37199,51015.35,52108.496,54658.695,53546.12,50230.902,51450.66,49820.605
10/9/2010 9:00,53942.61172,52857.297,54131.35,54521.832,53828.84,49837.906,53060.35,49820.605
10/9/2010 10:00,54402.72904,54815.742,54485.633,54492.305,53221.273,49427.625,54649.312,49820.605
10/9/2010 11:00,54417.00382,54823.953,54595.402,53860.375,51639.406,49209.582,54737.527,50414.945
10/9/2010 12:00,53900.76509,54263.53,54477.85,53378.332,50801.992,49111.617,54484.21,50414.945
10/9/2010 13:00,53670.60866,53573.67,53835.17,53444.742,50298.492,49115.598,53859.57,50414.945
10/9/2010 14:00,53825.48028,53158.547,53509.367,53420.54,49945.684,49332.457,53490.992,50414.945
10/9/2010 15:00,53701.89585,53079.81,53573.48,52892.24,49457.77,49932.516,53450.395,50414.945
10/9/2010 16:00,53636.19274,52964.86,53533.395,51699.406,49330.344,50544.105,53210.93,50414.945
10/9/2010 17:00,53648.90317,52571.547,53574.598,50715.027,49201.63,50886.12,53016.844,50414.945
10/9/2010 18:00,54019.65643,52618.09,53752.055,50143.41,49077.47,52182.582,52908.22,50414.945
10/9/2010 19:00,53934.39883,53126.074,54150.008,49718.457,48898.598,53556.805,53099.64,50414.945
10/9/2010 20:00,53409.55612,52893.688,53920.395,49196.25,48986.77,53291.1,52913.707,50414.945
10/9/2010 21:00,51496.53965,51722.293,52281.777,49030.79,49541.973,53035.22,52420.688,50414.945
10/9/2010 22:00,50836.18428,50253.023,50917.277,48999.477,50252.277,53043.445,50803.21,50414.945
10/9/2010 23:00,50287.87618,49609.367,50517.723,49058.004,52017.324,53088.35,50146.23,50414.945
11/9/2010 0:00,49927.87788,49086.156,50146.605,49278.746,53093.637,53087.023,49564.973,50414.945
11/9/2010 1:00,49717.47149,48875.613,49464.754,49689.137,52753.625,52614.656,48961.7,49822.133
11/9/2010 2:00,49437.84218,48696.7,49275.332,50298.855,52539.84,52250.78,48861.29,49822.133
11/9/2010 3:00,49220.00508,48495.086,48964.996,50902.83,52551.477,52627.75,48658.17,49822.133
11/9/2010 4:00,49162.7104,48395.312,48831.387,51843.402,52734.355,52925.793,48513.49,49862.695
11/9/2010 5:00,49430.21593,48500.89,49039.33,53236.562,52998.117,52386.73,48642.68,49782.914
11/9/2010 6:00,49452.7036,48988.582,49958.39,53043.867,52629.004,50955.113,49255.652,49782.914
11/9/2010 7:00,49435.3001,49232.87,50342.24,52677.883,52340.04,50164.53,49530.36,49782.914
11/9/2010 8:00,50380.36895,49474.773,50491.35,52501.13,52975.227,49702.56,49720.973,49782.96
11/9/2010 9:00,52347.16028,50833.395,52511.85,52409.996,53358.31,49356.723,51053.26,49803.586
11/9/2010 10:00,52502.0319,52704.434,53167.656,52221.004,52806.562,49125.516,52755.04,49789.11
11/9/2010 11:00,52641.06438,52866.867,52745.25,52003.457,51341.56,48949.395,52720.812,49789.11
11/9/2010 12:00,52754.87155,52885.594,52826.152,51977.758,50495.043,48920.652,52702.516,49789.11
11/9/2010 13:00,52746.07203,52750.883,52736.316,52354.477,49966.58,49180.043,52714.69,49789.11
11/9/2010 14:00,52764.06216,52599.59,52750.406,52724.88,49537.75,49942.4,52597.062,49789.11
11/9/2010 15:00,52703.24768,52473.926,52774.29,52557.316,48940.656,51235.36,52510.336,49789.11
11/9/2010 16:00,52597.2623,52406.723,52721.57,51395.312,48940.96,52821.156,52356.418,49789.11
11/9/2010 17:00,52613.49254,52263.63,52669.117,50435.83,49015.953,54947.97,52169.992,49789.11
11/9/2010 18:00,53110.37231,52130.83,52791.07,49821.297,49205.25,56398.938,52096.133,40871.637
11/9/2010 19:00,53342.67974,52449.125,53398.95,49397.03,49709.426,56874.1,52395.234,40871.97
11/9/2010 20:00,52774.81714,52207.023,53567.805,49325.316,50399.22,57051.1,52437.96,40872.184
11/9/2010 21:00,51053.2392,51406.56,51463.695,49231.082,51815.582,57141.06,51898.08,40872.28
11/9/2010 22:00,50437.46808,50047.586,50342.402,49368.633,54680.312,57183.055,50425.414,40874.02
11/9/2010 23:00,49850.05098,49474.22,49958.37,49858.355,56371.188,57150.61,49803.83,40873.984
12/9/2010 0:00,49440.77535,48980.566,49472.824,50815.023,56986.695,56836.61,49172.79,40873.504
12/9/2010 1:00,49313.28003,48536.19,48673.266,52262.086,57100.008,55890.656,48388.473,49820.605
12/9/2010 2:00,49200.25504,48414.633,48691.242,54347.258,56988.973,54521.383,48429.49,49820.605
12/9/2010 3:00,49045.77451,48384.242,48656.297,56300.055,56875.72,54154.633,48506.297,49820.605
12/9/2010 4:00,49096.22511,48388.418,48603.086,57064.54,56778.926,53977.566,48554.266,49820.605
12/9/2010 5:00,49496.11458,48679.703,48887.727,57170.79,56456.754,53032.273,48930.41,49820.605
12/9/2010 6:00,50210.44037,49604.9,49986.336,57203.406,55884.266,51394.67,49904.656,49820.605
12/9/2010 7:00,52396.24207,50945.04,51835.477,57144.953,54919.938,50428.88,51289.832,49820.605
12/9/2010 8:00,54600.22946,53699.316,54972.88,56899.484,54347.61,49915.086,53946.33,49820.605
12/9/2010 9:00,56814.77627,55830.082,56674.14,56553.5,54162.84,49551.56,55734.07,50414.945
12/9/2010 10:00,57237.15341,57083.12,57204.34,56109.727,53422.2,49161.957,57090.336,50414.945
12/9/2010 11:00,57289.95056,57089.426,57378.86,55507.176,51714.09,48963.664,57075.105,50414.945
12/9/2010 12:00,56963.97709,56884.645,57311.35,54747.562,50861.355,48956.008,56804.773,50414.945
12/9/2010 13:00,57164.21514,56380.008,56797.74,54041.758,50221.35,49226.508,56265.703,50414.945
12/9/2010 14:00,57350.17841,56272.066,56651.402,53585.562,49815.766,50036.65,56250.86,50414.945
12/9/2010 15:00,57051.19015,56169.188,56675.855,52923.074,49518.465,51446.305,56243.594,50414.945
12/9/2010 16:00,55596.14,55677.836,56253.684,51675.78,49380.504,53244.523,55872.906,50414.945
12/9/2010 17:00,54148.12948,54372.66,54451.176,50817.617,49431.59,55135.453,54638.363,50414.945
12/9/2010 18:00,53938.30973,53292.336,53969.375,50085.086,49759.94,56693.516,53426.8,50414.945
12/9/2010 19:00,53857.94074,52842.79,54163.707,49613.754,50540.59,57081.926,53119.523,40873.457
12/9/2010 20:00,53200.12745,52178.883,53986.797,49304.82,51629.84,57245.258,52910.086,40873.434
12/9/2010 21:00,51473.85644,51447.016,52208.617,49303.332,53089.81,57204.418,52280.523,40873.445
12/9/2010 22:00,50617.76054,50144.723,50836.426,49531.746,55313.234,57113.695,50841.043,40873.062
12/9/2010 23:00,50049.31131,49431.887,50281.55,50263.54,56595.4,56949.133,50008.57,40872.727
13/09/2010 0:00,49591.34498,49035.566,49835.316,51501.125,56813.996,56510.586,49375.26,40896.684
13/09/2010 1:00,49391.88911,48645.316,49006.04,53147.87,56958.227,55689.92,48580.387,49793.055
13/09/2010 2:00,49232.51996,48476.453,48898.473,54998.547,57054.68,54599.105,48568.79,49799.93
13/09/2010 3:00,49068.26218,48419.08,48789.027,56551.297,57064.78,54239.695,48581.34,49748.29
13/09/2010 4:00,49237.21304,48425.86,48707.09,57136.203,56998.785,54052.89,48616.113,49858.93
13/09/2010 5:00,49605.03313,48881.883,49119.96,57243.97,56713.69,53158.582,49162.184,49830.79
13/09/2010 6:00,50460.54239,49571.605,50235.53,57188.973,56057.656,51485.49,50067.316,49823.703
13/09/2010 7:00,52667.07186,51050.15,52246.08,57049.34,54926.723,50623.207,51618.84,49837.914
13/09/2010 8:00,54533.54862,53947.047,55286.49,56952.1,54230.695,50075.215,54273.016,49863.03
13/09/2010 9:00,56313.9856,55665.78,56657.125,56818.484,54047.613,49716.8,55745.41,49799.945
13/09/2010 10:00,56866.2046,56786.477,56664.02,56521.188,53178.742,49402.555,56779.15,49789.11
13/09/2010 11:00,57069.76692,56916.234,56986.03,55913.594,51640.05,49224.65,56910.508,49789.11
13/09/2010 12:00,57000.73954,56788.96,57080.523,54989.547,50833.465,49213.184,56800.29,49789.11
13/09/2010 13:00,57152.48244,56468.91,56813.28,54222.64,50224.777,49549.41,56512.293,49789.11
13/09/2010 14:00,57201.56423,56313.594,56737.49,53767.938,49826.75,50501.71,56407.406,49789.11
13/09/2010 15:00,57066.83374,56058.25,56561.29,53128.074,49555.254,51886.797,56237.13,49789.11
13/09/2010 16:00,55740.64774,55702.53,56331.703,51922.65,49420.625,53511.066,55948.008,49789.11
13/09/2010 17:00,54248.05296,54446.08,54592.914,50918.594,49353.49,55340.438,54786.062,49789.11
13/09/2010 18:00,54111.36703,53281.133,53953.33,50212.727,49544.223,56575.785,53524.42,49789.11
13/09/2010 19:00,54070.30258,53123.504,54203.32,49750.77,50107.105,56886.375,53281.17,40896.812
13/09/2010 20:00,53483.27657,52254.56,53966.78,49285.434,51117.434,57104.125,53078.062,40896.93
13/09/2010 21:00,51455.67075,51667.152,52339.336,49302.42,53162.742,57224.445,52484.35,40897.02
13/09/2010 22:00,50753.85985,50164.277,50843.41,49607.395,55455.023,57180.926,50794.168,40897.086
13/09/2010 23:00,50115.20997,49653.195,50427.06,50538.055,56771.004,57023.61,50093.773,40896.688
14/09/2010 0:00,49760.10029,49109.992,49949.895,51947.664,57196.4,56657.08,49404.07,40896.695
14/09/2010 1:00,49561.62215,48801.086,49369.883,53542.82,57224.12,55815.727,48821.664,49734.836
14/09/2010 2:00,49397.16883,48599.47,49184.566,55025.09,57208.777,54448.42,48809.83,49729.555
14/09/2010 3:00,49222.54717,48527.707,49006.246,56395.625,57160.652,53997.32,48813.836,49749.58
14/09/2010 4:00,49267.13142,48508.266,48860.137,57009.688,57044.25,53920.016,48798.258,49778.266
14/09/2010 5:00,49659.39463,48793.38,49147.805,57261.98,56794.965,53099.258,49172.97,49797.82
14/09/2010 6:00,50515.88161,49577.992,50279.98,57134.535,56100.086,51561.65,50125.34,49797.43
14/09/2010 7:00,52613.88363,51046.938,52177.4,56982.81,54875.414,50820.508,51666.133,49786.42
14/09/2010 8:00,54662.99939,53842.055,55132.46,56757.63,54279.3,50286.543,54237.87,49773.54
14/09/2010 9:00,56828.65997,55751.586,56663.516,56560.008,54173.57,49908.4,55878.82,49789.11
14/09/2010 10:00,56868.55114,57088,57212.918,56288.96,53475.777,49605.574,57231.914,49789.11
14/09/2010 11:00,57040.43517,56851.344,57054.805,55619.36,51929.113,49431.934,56948.34,49789.11
14/09/2010 12:00,56832.96196,56681.35,57117.586,54535.35,50969.562,49346.137,56815.586,49789.11
14/09/2010 13:00,56901.20715,56275.797,56655.414,53821.11,50359.22,49528.05,56418.414,49789.11
14/09/2010 14:00,57027.5292,56067.24,56450.945,53627.42,49925.203,50186.176,56259.01,49789.11
14/09/2010 15:00,56724.23895,55908.152,56444.547,53167.316,49575.1,51447.35,56164.496,49789.11
14/09/2010 16:00,55455.15208,55459.176,55921.82,51865.184,49430.484,53346.17,55754.836,49789.11
14/09/2010 17:00,53992.67123,54406.883,54612.023,50907.254,49390,55652.61,54624.566,49789.11
14/09/2010 18:00,54092.39916,53237.58,54186.82,50188.746,49718.094,56735.79,53350.465,49789.11
14/09/2010 19:00,54224.78311,53084.184,54381.375,49765.875,50438.535,57086.734,53288.51,40897.105
14/09/2010 20:00,53477.21468,52853.22,54030.11,49376.203,51760.918,57207.895,53247.97,40897.07
14/09/2010 21:00,51569.67347,52073.367,52325.59,49361,53812.83,57254.95,52542.41,40897.03
14/09/2010 22:00,50793.75102,50500.992,50947.555,49673.715,55626.664,57262.81,50912.617,40896.984
14/09/2010 23:00,50212.00473,49810.348,50461.844,50675.645,56699.992,57162.027,50140.44,40896.945
15/09/2010 0:00,49927.29125,49165.043,50051.004,52209.363,57168.93,56745.684,49496.61,40896.91
15/09/2010 1:00,49596.6247,48928.953,49698.14,53843.938,57259.305,55787.023,49138.113,49772.797
15/09/2010 2:00,49390.12921,48614.926,49330.004,55394.36,57283.816,54372.555,48946.8,49767.18
15/09/2010 3:00,49259.30962,48499.93,49087.562,56674.055,57234.98,53959.297,48890.746,49766.867
15/09/2010 4:00,49244.64375,48528.082,48958.133,57223.363,57135.312,53903.195,48928.6,49769.79
15/09/2010 5:00,49646.48867,48747.35,49148.508,57312.26,56897.184,53145.21,49205.93,49772.188
15/09/2010 6:00,50592.14415,49529.55,50216.49,57269.617,56173.13,51691.387,50156.65,49773.71
15/09/2010 7:00,52698.5546,51097.723,52189.973,57150.6,54810.117,50834.19,51799.504,49774.25
15/09/2010 8:00,54768.59368,53881.586,55113.188,56966.9,54265.23,50315.3,54366.668,49771.727
15/09/2010 9:00,56796.00396,55912.07,56695.6,56795.375,54203.555,49930.99,56048.758,49789.11
15/09/2010 10:00,57160.49979,57013.25,57116.49,56486.96,53476.06,49608.727,57263.445,49789.11
15/09/2010 11:00,57318.89121,56969.336,57304.42,55750.707,51810.18,49428.945,57237.895,49789.11
15/09/2010 12:00,57118.65316,56795.633,57324.195,54508.47,50949.805,49361.754,57083.984,49789.11
15/09/2010 13:00,57214.07911,56399.938,56949.867,53825.89,50321.89,49607.86,56679.973,49789.11
15/09/2010 14:00,57324.95311,56156.156,56868.62,53670.67,49960.19,50150.195,56520.664,49789.11
15/09/2010 15:00,56906.48687,56062.094,56871.086,53141.836,49624.125,51390.18,56400.75,49789.11
15/09/2010 16:00,55394.14205,55434.04,56343.273,51895.586,49484.95,53237.76,55880.617,49789.11
15/09/2010 17:00,54083.79519,54107.363,54737.105,50898.22,49429.586,55434.9,54573.984,49789.11
15/09/2010 18:00,53998.34203,53112.777,54310.58,50236.6,49658.56,56511.902,53418.68,40896.457
15/09/2010 19:00,53922.86167,52603.56,54393.207,49851.93,50202.06,56944.633,53197.594,40896.867
15/09/2010 20:00,53327.42723,52143.613,53762.516,49417.97,51343.258,57171.26,53017.773,40896.86
15/09/2010 21:00,51360.04926,51591.312,52081.21,49395.35,53143.246,57228.445,52423.074,40896.863
15/09/2010 22:00,50651.39428,50145.156,50746.992,49704.047,55506.28,57195.875,50752.79,40896.87
15/09/2010 23:00,50077.0787,49501.734,50309.457,50617.215,56719.65,57019.527,50035.742,40896.887
16/09/2010 0:00,49710.82296,48991.5,49857.746,51963.914,57104.676,56678.305,49407.332,40896.902
16/09/2010 1:00,49493.76804,48695.875,49510.42,53688.953,57246.39,55862.715,48893.617,49773.72
16/09/2010 2:00,49351.4113,48498.48,49300.46,55109.703,57227.562,54516.824,48807.73,49771.78
16/09/2010 3:00,49203.77485,48444.445,49129.016,56572.97,57126.766,54145.676,48810.758,49771.29
16/09/2010 4:00,49230.76005,48452.72,48967.582,57111.934,56963.72,54057.176,48806.625,49771.61
16/09/2010 5:00,49681.29567,48777.984,49167.44,57282.477,56770.125,53283.64,49122.086,49773.312
16/09/2010 6:00,50355.53474,49673.59,50284.938,57268.004,56133.21,51671.805,50092.324,49772.195
16/09/2010 7:00,52460.18528,50937.98,51801.254,57127.93,54623.586,50886.47,51351.496,49773.11
16/09/2010 8:00,54361.46905,53760.26,54752.316,56900.723,54047.258,50314.68,53966.5,49771.766
16/09/2010 9:00,56410.38927,55531.04,56387.242,56684.582,54146.94,49952.305,55532.164,49789.11
16/09/2010 10:00,57211.53702,56792.84,56689.523,56419.55,53404.066,49648.88,56826.33,49789.11
16/09/2010 11:00,57212.12366,56975.22,57370.07,55788.766,51801.9,49456.137,57172.062,49789.11
16/09/2010 12:00,56897.88289,56743.438,57281.812,54694.23,50934.96,49354.58,56906.973,49789.11
16/09/2010 13:00,56909.81113,56188.04,56770.227,53826.58,50369.207,49486.94,56420.695,49789.11
16/09/2010 14:00,57281.73767,55937.58,56615.008,53524.688,50032.68,49789.35,56225.895,49789.11
16/09/2010 15:00,57269.80943,55999.26,56931.75,52947.01,49698.977,50177.816,56334.25,49789.11
16/09/2010 16:00,55823.75435,55740.805,56882.176,51638.793,49554.76,50625.49,56151.137,49789.11
16/09/2010 17:00,53840.14615,54391.535,55224.727,50724.633,49488.18,51777.73,54875.57,49789.11
16/09/2010 18:00,53565.20992,52698.24,54069.86,50099.383,49553.08,54714.51,53205.02,40896.93
16/09/2010 19:00,53126.60254,52768.906,54163.734,49711.766,49831.055,54514.594,52871.258,40897.383
16/09/2010 20:00,52462.33627,52122.367,53179.684,49390.508,50404.824,54255.703,52395.918,40897.41
16/09/2010 21:00,51134.39036,51210.3,51408.527,49417.11,51333.246,53970.5,51746.13,40897.008
16/09/2010 22:00,50519.01033,50021.066,50541.977,49737.438,52624.625,53741.57,50554.465,40897.03
16/09/2010 23:00,50087.44258,49434.918,50169.406,50877.14,54737.582,53651.04,49918.863,40897.043
17/09/2010 0:00,49734.28836,48993.004,49844.082,52583.07,55371.28,53596.844,49431.66,40897.043
17/09/2010 1:00,49488.29278,48701.28,49574.113,54044.53,55236.188,53123.152,48947.773,49820.605
17/09/2010 2:00,49264.98042,48479.312,49322.785,55061.285,54713.418,52706.164,48812.664,49820.605
17/09/2010 3:00,49162.7104,48347.152,49072.35,55439.42,54108.547,53069.195,48686.09,49820.605
17/09/2010 4:00,49179.91836,48392.152,48958.4,55982.44,53970.77,53374.625,48728.574,49820.605
17/09/2010 5:00,49371.74798,48636.35,49127.566,55881.043,54019.004,52756.117,48970.21,49820.605
17/09/2010 6:00,49582.741,49153.25,49756.617,55240.164,53567.7,51297.9,49503.133,49820.605
17/09/2010 7:00,50276.92566,49750.82,50475.594,54613.75,53125.254,50522.105,50106.934,49820.605
17/09/2010 8:00,51950.98617,50943.094,51992.055,54232.832,53467.16,50013.4,51397.285,49820.605
17/09/2010 9:00,53324.49406,52957.984,54185.016,54305.164,53754.883,49691.383,53200.656,49820.605
17/09/2010 10:00,53788.32673,54169.457,53918.84,54341.21,53144.406,49320.16,54110.414,49802.6
17/09/2010 11:00,53705.41566,54333.367,54114.094,53853.023,51512.78,49096.383,54251.594,49802.6
17/09/2010 12:00,53153.00112,53729.73,53980.266,53253.453,50717.754,48938.305,53978.566,49802.6
17/09/2010 13:00,52911.69862,52834.21,53272.02,53074.61,50152.277,48873.53,53340.375,49802.6
17/09/2010 14:00,52851.47077,52423.82,52957.883,52846.734,49794.914,49034.84,52976.863,49802.6
17/09/2010 15:00,52623.46533,51957.363,52895.535,52319.016,49273.14,49514.945,52777.65,49802.6
17/09/2010 16:00,52469.18035,52024.59,52785.617,51261.617,49135.53,49945.066,52462.68,49802.6
17/09/2010 17:00,52270.11556,51771.39,52738.18,50436.367,48983.86,50608.14,52220.77,49802.6
17/09/2010 18:00,52784.98548,52026.55,52803.98,49912.984,48800.484,51942.57,51953.223,49802.6
17/09/2010 19:00,52945.91899,51952.1,53486.746,49530.965,48554.996,52690.65,52243.32,49802.6
17/09/2010 20:00,52467.81153,51742.617,52834.688,48981.145,48332.273,52630.93,52259.645,49802.6
17/09/2010 21:00,51136.34581,51127.67,51495.438,48845.08,48711.285,52448.19,51776.508,49802.6
17/09/2010 22:00,50686.78792,50048.254,50589.41,48857.285,49657.934,52386.35,50588.617,49802.6
17/09/2010 23:00,50051.65785,49535.29,50325.67,48994.16,51116.88,52518.547,50109.965,49802.6
18/09/2010 0:00,49709.06306,48986.63,49834.582,49311.645,51794.113,52508.75,49443.605,40897.03
18/09/2010 1:00,49486.92397,48647.547,49462.55,49809.746,51792.61,52237.324,48756.188,49820.605
18/09/2010 2:00,49261.65616,48334.64,49219.94,50475.152,51817.16,52022.01,48672.71,49820.605
18/09/2010 3:00,49036.38835,48199.562,48963.824,51172.45,51950.547,52464.688,48541.457,49820.605
18/09/2010 4:00,48991.41301,48111.23,48775.78,52008.62,52311.918,52679.562,48446.97,49820.605
18/09/2010 5:00,49148.04453,48242.95,48899.133,52786.33,52781.727,52115.21,48596.637,49820.605
18/09/2010 6:00,49110.4999,48629.703,49446.457,52785.934,52783.42,50730.79,48989.86,49820.605
18/09/2010 7:00,49234.67095,48843.05,49681.43,52509.387,52180.996,50053.79,49167.715,49820.605
18/09/2010 8:00,50240.94538,49298.965,50132.37,52239.906,52448.734,49588.957,49542.254,49820.605
18/09/2010 9:00,51512.76988,50633.273,52288.54,52209.586,52429.723,49265.906,50960.867,49802.6
18/09/2010 10:00,51939.64456,52000.69,52220.84,52045.246,51808.664,49031.406,52104.637,49802.6
18/09/2010 11:00,52163.15246,52227.945,52192.56,51833.566,50642.184,48849.125,52244.066,49802.6
18/09/2010 12:00,52108.98651,51961.633,52310.434,51716.383,50084.89,48773.29,52301.234,49802.6
18/09/2010 13:00,52148.68214,51719.88,52225.895,51960.188,49631.477,48950.617,52096.773,49802.6
18/09/2010 14:00,52124.6301,51675.15,52295.81,52234.08,49283.29,49612.664,52104,49802.6
18/09/2010 15:00,51989.50853,51853.227,52345.562,51903.832,48634.83,50837.36,52018.63,49802.6
18/09/2010 16:00,51952.15944,51664.348,52111.707,50951.777,48736.887,52392.6,51863.566,49802.6
18/09/2010 17:00,51843.63198,51502.63,52143.11,50203.625,48935.09,54342.113,51760.258,49802.6
18/09/2010 18:00,52457.05656,51396.9,52169.016,49578.164,49303.414,56179.6,51588.438,49802.6
18/09/2010 19:00,52562.65084,51904.508,52893.18,49206.547,49978.312,56731.47,51992.91,49802.6
18/09/2010 20:00,52143.20688,51718.23,52730.688,49243.008,51106.855,56878.53,51975.32,49802.6
18/09/2010 21:00,51008.65495,51165.242,50954.316,49189.81,52728.973,56807.855,51557.29,49802.6
18/09/2010 22:00,50504.73555,50085.156,50271.086,49422.19,55254.492,56573.035,50521.73,49802.6
18/09/2010 23:00,50021.73947,49568.9,49959.723,50305.832,56502.816,56075.93,50004.66,49802.6
19/09/2010 0:00,49591.34498,49112.656,49588.332,51672.266,56947.234,55401.63,49487.55,49802.6
19/09/2010 1:00,49357.4732,48754.336,49166.64,53317.945,57035.04,54650.39,48654.484,49820.605
19/09/2010 2:00,49202.01494,48473.484,49012.1,55055.93,56914.258,53698.164,48616.055,49820.605
19/09/2010 3:00,49124.18804,48387.25,48976.867,56519.14,56791.15,53461.41,48659.645,49820.605
19/09/2010 4:00,49145.3069,48444.805,48997.195,57036.906,56503.86,53053.39,48821.547,49820.605
19/09/2010 5:00,49487.5106,48730.055,49214.074,57167.117,55881.312,52134.598,49196.67,49820.605
19/09/2010 6:00,50112.86343,49459.027,50134.402,57147.81,54864.098,50791.234,50062.625,49820.605
19/09/2010 7:00,52230.61548,50633.406,51752.113,56921.016,53547.277,50051.445,51332.05,49820.605
19/09/2010 8:00,54545.47687,53524.316,54848.207,56510.766,53266.91,49607.547,53984.61,49820.605
19/09/2010 9:00,56029.07657,55733.4,56590.3,55983.93,53242.664,49267.75,55850.332,49802.6
19/09/2010 10:00,56223.64382,56636.055,56374.348,55458.305,52629.08,48943.832,56650.633,49802.6
19/09/2010 11:00,55801.26668,56469.22,55778.508,54910.08,51337.438,48742.008,56530.17,49802.6
19/09/2010 12:00,55512.6423,55799.41,54967.082,54209.617,50590.707,48705.445,55971.703,49802.6
19/09/2010 13:00,55399.03067,55382.39,54423.03,53551.594,49882.03,48974.812,55527.598,49802.6
19/09/2010 14:00,55494.65216,55073.996,54177.555,53099.656,49483.094,49735.332,55227.93,49802.6
19/09/2010 15:00,55351.51324,54923.727,54219.2,52486.133,49360.867,51116.97,55070.27,49802.6
19/09/2010 16:00,54203.46871,54449.27,54167.637,51475.496,49393.164,52757.617,54741.375,49802.6
19/09/2010 17:00,52907.20108,53328.37,53757.773,50662.77,49519.996,54704.773,53732.758,49802.6
19/09/2010 18:00,53030.98105,52295.324,53200.105,49974.258,49869.51,56076.57,52607.22,49802.6
19/09/2010 19:00,53098.24852,52113.41,53522.555,49479.406,50440.188,56685.043,52559.74,49802.6
19/09/2010 20:00,52557.17558,51946.688,52957.047,49177.305,51186.59,56925.305,52479.09,49802.6
19/09/2010 21:00,51080.6155,51302.71,51263.89,49217.46,52244.348,56903.574,51936.133,49802.6
19/09/2010 22:00,50372.3516,50035.527,50262.062,49770.11,54885.08,56860.85,50646.06,49802.6
19/09/2010 23:00,49891.31097,49417.227,49848.633,51114.918,56235.56,56690.23,49923.06,49802.6
20/09/2010 0:00,49509.80273,48967.82,49454.637,52356.508,56617.67,56235.145,49367.723,49802.6
20/09/2010 1:00,49305.06714,48577.426,48987.293,54035.746,56789.586,55385.094,48558.996,49774.29
20/09/2010 2:00,49122.03705,48394.645,48853.945,55501.406,56794.504,54076.082,48514.39,49769.82
20/09/2010 3:00,49000.21253,48312.125,48783.36,56724.92,56681.5,53653.945,48521.902,49771.43
20/09/2010 4:00,49051.24977,48364.336,48784.82,57074.12,56359.18,53369.81,48628.816,49774.79
20/09/2010 5:00,49543.24092,48788.01,49021.137,57045.477,55817.11,52502.69,49031.367,49777.266
20/09/2010 6:00,49983.80374,49781.918,50145.96,56815.61,54958.742,51103.773,50104.15,49776.914
